"Id","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"737","Biology",NA,7855,"2000",1
"738","Medical",NA,1230,"2005",1
"739","Medical",NA,2531,"2000",1
"740","Biology",NA,827,"2000",0
"741","Medical",NA,1920,"1995",0
"742","Biology",NA,1059,"1995",0
"743","Medical",NA,2537,"1995",1
"744","Medical",NA,1244,"1995",1
"745","Medical",NA,795,"2000",1
"746","Biology",NA,2592,"2000",1
"747","Biology",NA,674,"1995",0
"748","Medical",NA,1203,"1995",1
"749","Biology",232278,2804,"1995",1
"750","Medical",NA,1024,"1995",1
"751","Medical",NA,3821,"1995",1
"752","Biology",3059837,54456,"1990",1
"753","Biology",NA,886,"1995",0
"754","Medical",NA,2709,"1995",1
"755","Biology",167460,2740,"1995",1
"756","Biology",NA,7262,"1985",1
"757","Technology",NA,4249,"1995",1
"758","Medical",NA,5106,"1995",0
"759","Medical",NA,4938,"2000",1
"760","Biology",NA,3870,"2000",1
"761","Medical",NA,4309,"1985",1
"762","Biology",NA,11740,"1995",1
"763","Biology",NA,9605,"1995",1
"764","Medical",NA,2637,"1990",1
"765","Medical",NA,3207,"1995",0
"766","Medical",NA,3421,"1990",1
"767","Medical",NA,6265,"1990",0
"768","Medical",NA,3466,"1995",1
"769","Biology",NA,1766,"1995",0
"770","Biology",NA,5190,"1995",0
"771","Medical",NA,3018,"1990",1
"772","Biology",NA,8674,"1990",1
"773","Biology",NA,3273,"1985",1
"774","Medical",NA,1374,"1995",1
"775","Biology",NA,2947,"1990",1
"776","Medical",NA,1590,"2000",0
"777","Biology",NA,972,"1995",0
"778","Biology",17755615,5993,"1990",1
"779","Medical",NA,702,"2000",0
"780","Medical",NA,1572,"1985",1
"781","Medical",NA,1309,"1990",1
"782","Biology",NA,8887,"1980",1
"783","Medical",NA,3507,"1990",1
"784","Biology",NA,11700,"1995",1
"785","Biology",NA,4923,"1985",0
"786","Biology",912711,7944,"1980",1
"787","Technology",29106290,14336,"1995",1
"788","Biology",NA,684,"1985",1
"789","Medical",NA,1297,"1985",1
"790","Biology",NA,34560,"1975",1
"791","Biology",NA,2234,"2000",1
"792","Biology",NA,3010,"1995",0
"793","Medical",NA,2742,"1985",1
"794","Biology",NA,3936,"1995",0
"795","Medical",NA,576,"2005",1
"796","Medical",NA,2298,"1990",1
"797","Biology",NA,2479,"1985",1
"798","Medical",NA,10431,"1995",1
"799","Medical",2205910,7791,"1995",1
"800","Biology",NA,4551,"1985",1
"801","Biology",NA,3989,"1985",1
"802","Biology",NA,7462,"1995",1
"803","Medical",11650199,13359,"1995",1
"804","Biology",NA,3668,"1985",0
"805","Medical",NA,1190,"1995",1
"806","Biology",NA,3262,"1990",1
"807","Biology",NA,4985,"1980",1
"808","Medical",NA,1819,"1985",1
"809","Biology",NA,5959,"1985",1
"810","Biology",NA,2889,"1990",0
"811","Biology",3636993,3340,"1995",1
"812","Biology",NA,6174,"1990",1
"813","Biology",NA,3372,"1985",0
"814","Biology",414558,5194,"1990",1
"815","Biology",3655061,10456,"1990",1
"816","Medical",2453942,7248,"1980",1
"817","Biology",NA,1169,"2000",0
"818","Biology",NA,2335,"2000",0
"819","Medical",NA,3419,"1990",0
"820","Medical",2601017,16633,"1985",1
"821","Biology",NA,5469,"1975",1
"822","Medical",NA,3730,"1985",1
"823","Medical",NA,1452,"1985",0
"824","Biology",1067753,2199,"1995",0
"825","Medical",NA,13656,"1970",1
"826","Medical",NA,6171,"1995",1
"827","Biology",NA,4296,"1990",1
"828","Medical",NA,3303,"1980",1
"829","Biology",NA,6645,"1990",0
"830","Biology",NA,5427,"1990",1
"831","Biology",NA,5028,"1990",1
"832","Biology",NA,2731,"1990",1
"833","Biology",NA,9668,"1960",0
"834","Medical",NA,5110,"1980",1
"835","Biology",NA,1916,"1995",1
"836","Medical",NA,8038,"1985",0
"837","Biology",NA,3442,"1990",1
"838","Biology",NA,4614,"1995",0
"839","Biology",30116579,5877,"1990",1
"840","Medical",NA,2640,"2000",0
"841","Medical",NA,875,"2000",0
"842","Medical",NA,5731,"1985",1
"843","Biology",550526,9465,"1970",1
"844","Biology",NA,5968,"1990",1
"845","Medical",NA,20593,"1995",1
"846","Biology",NA,7837,"1980",0
"847","Biology",NA,1973,"1970",0
"848","Medical",NA,1268,"1985",1
"849","Biology",NA,6285,"2000",1
"850","Technology",NA,915,"2000",1
"851","Biology",NA,7925,"1995",1
"852","Medical",NA,2897,"1990",1
"853","Medical",NA,2537,"1985",1
"854","Medical",NA,1003,"1990",1
"855","Medical",NA,17012,"1980",1
"856","Technology",450496,2433,"1975",1
"857","Biology",NA,6554,"1990",1
"858","Medical",NA,46767,"1980",1
"859","Medical",NA,6084,"1975",1
"860","Medical",NA,2162,"1980",0
"861","Medical",NA,4648,"1985",1
"862","Medical",NA,1678,"2000",0
"863","Biology",NA,3437,"1990",1
"864","Biology",NA,1989,"1995",1
"865","Medical",NA,3027,"1995",1
"866","Medical",NA,1156,"1995",1
"867","Medical",NA,11969,"1985",1
"868","Biology",NA,4917,"1990",1
"869","Medical",NA,12868,"1995",1
"870","Medical",NA,5328,"1980",1
"871","Biology",215015,3143,"1985",0
"872","Biology",1090519,1059,"2000",1
"873","Biology",NA,2918,"1990",1
"874","Biology",17879808,14612,"1985",1
"875","Biology",2785888,20434,"1980",1
"876","Technology",NA,1376,"1975",1
"877","Biology",NA,8538,"1970",0
"878","Biology",NA,4329,"1990",1
"879","Medical",NA,5363,"1985",1
"880","Medical",NA,4592,"1965",1
"881","Biology",NA,4325,"1980",1
"882","Medical",NA,9166,"1980",1
"883","Medical",NA,4913,"1990",1
"884","Technology",6335310,8100,"1975",0
"885","Medical",NA,3478,"2000",1
"886","Biology",NA,8413,"1990",1
"887","Biology",NA,3620,"1985",0
"888","Biology",NA,30863,"1985",1
"889","Biology",NA,10302,"1985",1
"890","Medical",53379,14660,"1985",1
"891","Biology",NA,4425,"1985",0
"892","Medical",NA,1261,"1995",0
"893","Biology",NA,1566,"1970",0
"894","Technology",NA,22656,"1985",1
"895","Biology",NA,9762,"1975",1
"896","Medical",NA,1411,"2000",1
"897","Biology",NA,434,"1995",1
"898","Medical",NA,3041,"1985",0
"899","Medical",553044,34994,"1970",1
"900","Biology",NA,13141,"1975",1
"901","Biology",NA,2444,"1995",1
"902","Medical",NA,4602,"1995",0
"903","Medical",NA,1981,"1990",1
"904","Medical",NA,21821,"1990",1
"905","Biology",NA,1687,"2000",0
"906","Medical",NA,3946,"1980",1
"907","Biology",NA,3158,"1985",0
"908","Biology",NA,16735,"1995",1
"909","Medical",1242378,32477,"2000",1
"910","Medical",41700620,9243,"1990",1
"911","Medical",3486866,2766,"1985",1
"912","Biology",NA,3131,"1995",0
"913","Biology",NA,4443,"1980",1
"914","Medical",NA,4513,"1985",0
"915","Technology",21942550,4075,"1990",1
"916","Biology",NA,10030,"1990",1
"917","Medical",NA,11829,"1985",1
"918","Biology",NA,20822,"1985",0
"919","Biology",NA,3572,"1995",1
"920","Biology",NA,2747,"1975",1
"921","Medical",NA,1322,"1995",1
"922","Biology",NA,1877,"1990",1
"923","Medical",NA,5139,"1975",1
"924","Medical",NA,2380,"1990",0
"925","Biology",NA,2459,"2000",0
"926","Biology",265948,15350,"1970",0
"927","Biology",NA,12592,"1980",1
"928","Medical",NA,1596,"2000",1
"929","Biology",NA,6415,"1980",1
"930","Medical",NA,594,"1990",1
"931","Biology",NA,12040,"1975",1
"932","Biology",NA,25662,"1980",1
"933","Medical",NA,6244,"1975",1
"934","Medical",NA,8647,"1965",1
"935","Biology",13077820,11334,"1985",1
"936","Biology",NA,39964,"1970",1
"937","Biology",NA,2289,"2000",1
"938","Biology",NA,9206,"1985",1
"939","Medical",NA,1745,"1980",1
"940","Biology",NA,20042,"1980",1
"941","Medical",74992,7873,"1985",1
"942","Biology",NA,1535,"1990",1
"943","Biology",4167283,29705,"1995",1
"944","Medical",NA,5447,"1995",1
"945","Biology",NA,1750,"2000",1
"946","Medical",NA,9344,"1990",1
"947","Technology",2734573,11008,"1975",1
"948","Biology",28653203,17297,"1975",0
"949","Biology",NA,6434,"1995",0
"950","Biology",NA,2355,"2005",0
"951","Biology",903305,6778,"1980",1
"952","Biology",3858275,8814,"1995",0
"953","Medical",NA,2054,"2000",1
"954","Biology",NA,15096,"1980",1
"955","Biology",NA,2858,"1985",1
"956","Medical",NA,9626,"1980",1
"957","Biology",NA,4750,"1995",0
"958","Biology",NA,3344,"1980",1
"959","Biology",NA,2382,"1995",1
"960","Biology",552650,1596,"2000",0
"961","Medical",NA,8314,"1985",1
"962","Biology",NA,5002,"1990",1
"963","Biology",NA,2852,"2000",1
"964","Biology",662053,6408,"1975",1
"965","Medical",NA,5996,"1995",1
"966","Biology",NA,1272,"2005",1
"967","Medical",NA,897,"1990",1
"968","Biology",624326,5969,"1975",1
"969","Biology",1524601,1288,"2000",1
"970","Biology",NA,2587,"1995",1
"971","Medical",NA,13347,"1980",1
"972","Technology",417063,56926,"1985",1
"973","Biology",NA,12917,"1975",1
"974","Medical",NA,19990,"1985",1
"975","Medical",1998498,10311,"1995",1
"976","Medical",NA,854,"2005",0
"977","Medical",NA,1857,"1980",0
"978","Medical",NA,47885,"1985",1
"979","Medical",NA,3358,"1995",1
"980","Biology",NA,11766,"1980",0
"981","Medical",NA,50071,"1965",1
"982","Biology",NA,4691,"1990",1
"983","Medical",NA,10643,"1995",1
"984","Biology",8630612,2643,"1995",0
"985","Biology",834940,29642,"1975",1
"986","Medical",NA,5619,"1995",1
"987","Biology",32753130,39012,"1980",1
"988","Medical",NA,2814,"1980",1
"989","Biology",NA,4076,"1995",1
"990","Biology",NA,27723,"1985",1
"991","Biology",NA,16950,"1970",1
"992","Medical",20376903,4293,"1995",0
"993","Medical",1706080,4705,"1985",1
"994","Biology",NA,8985,"1995",1
"995","Technology",3548340,1669,"1985",1
"996","Biology",14777104,15407,"1965",0
"997","Biology",NA,8706,"1970",1
"998","Biology",NA,13329,"1985",1
"999","Technology",NA,2311,"1985",1
"1000","Biology",NA,10923,"1985",1
"1001","Biology",NA,2598,"1985",1
"1002","Biology",59106,4709,"2000",1
"1003","Biology",NA,8193,"1980",1
"1004","Biology",NA,1993,"1985",1
"1005","Biology",NA,1282,"1995",1
"1006","Biology",NA,1774,"1995",1
"1007","Biology",NA,76154,"1975",1
"1008","Biology",NA,16272,"2000",1
"1009","Medical",164483273,37349,"1975",1
"1010","Medical",NA,2196,"1990",0
"1011","Biology",NA,4436,"1985",1
"1012","Biology",NA,3114,"2000",1
"1013","Biology",NA,7931,"1985",1
"1014","Medical",NA,5632,"2000",1
"1015","Biology",6781312,26093,"1975",1
"1016","Medical",NA,5020,"2000",1
"1017","Medical",NA,4587,"1990",1
"1018","Medical",NA,4467,"1990",1
"1019","Medical",NA,517,"1990",1
"1020","Biology",NA,4987,"1995",1
"1021","Biology",NA,874,"2000",1
"1022","Biology",NA,8560,"1975",1
"1023","Technology",NA,1583,"1995",1
"1024","Medical",NA,4859,"1990",1
"1025","Biology",NA,18943,"1970",1
"1026","Medical",NA,4433,"1995",0
"1027","Biology",NA,15110,"1990",1
"1028","Biology",NA,5357,"1990",1
"1029","Biology",NA,3886,"1980",1
"1030","Biology",NA,898,"2000",0
"1031","Medical",NA,3301,"1995",0
"1032","Biology",NA,14244,"1975",1
"1033","Medical",NA,4980,"1985",1
"1034","Medical",NA,13555,"1980",1
"1035","Biology",896999,19495,"1975",1
"1036","Biology",NA,18250,"1985",1
"1037","Biology",NA,2818,"1990",1
"1038","Biology",NA,4808,"1985",1
"1039","Biology",1400353,2390,"2000",0
"1040","Technology",558966,7229,"1995",1
"1041","Biology",59158341,4684,"1985",1
"1042","Medical",NA,6805,"1990",1
"1043","Biology",NA,7356,"1995",1
"1044","Medical",NA,10345,"1985",1
"1045","Medical",NA,6147,"1990",1
"1046","Biology",16362854,10420,"1995",1
"1047","Medical",NA,1822,"1995",1
"1048","Biology",NA,969,"2000",0
"1049","Biology",NA,945,"1990",1
"1050","Biology",NA,4451,"2000",0
"1051","Medical",NA,2711,"1975",1
"1052","Medical",4641573,8358,"1980",1
"1053","Biology",NA,14373,"1975",1
"1054","Biology",NA,5558,"1995",1
"1055","Medical",NA,2911,"2000",1
"1056","Medical",NA,1700,"1990",0
"1057","Medical",NA,7385,"1990",0
"1058","Medical",NA,1870,"1990",0
"1059","Medical",NA,2546,"1995",1
"1060","Biology",NA,20251,"1975",1
"1061","Biology",NA,1063,"1995",0
"1062","Medical",NA,2105,"2000",1
"1063","Technology",2751491,15267,"1985",1
"1064","Medical",NA,690,"1995",1
"1065","Medical",NA,4245,"1990",1
"1066","Medical",NA,3811,"1995",1
"1067","Medical",NA,1483,"2005",1
"1068","Biology",NA,1474,"2000",1
"1069","Medical",NA,8701,"1980",1
"1070","Biology",NA,2839,"1985",1
"1071","Biology",NA,5659,"1995",1
"1072","Biology",NA,15433,"1975",1
"1073","Medical",NA,2779,"1995",1
"1074","Medical",NA,3306,"1985",1
"1075","Medical",NA,10653,"1985",1
"1076","Biology",NA,9689,"1990",1
"1077","Biology",NA,3023,"2000",1
"1078","Biology",NA,19401,"1985",1
"1079","Biology",NA,1354,"1995",0
"1080","Biology",3252477,1261,"2000",1
"1081","Medical",NA,2399,"2000",0
"1082","Biology",NA,11547,"1980",1
"1083","Biology",11466620,7662,"1985",1
"1084","Biology",NA,7905,"1975",1
"1085","Medical",2138055,4179,"1990",1
"1086","Biology",NA,3640,"1975",0
"1087","Medical",NA,11523,"1975",1
"1088","Biology",NA,1349,"1995",1
"1089","Medical",NA,2197,"1990",1
"1090","Medical",NA,2328,"1990",0
"1091","Biology",NA,1316,"1995",1
"1092","Technology",1012797,2951,"1995",0
"1093","Biology",NA,4691,"1985",1
"1094","Biology",NA,5680,"2000",1
"1095","Biology",2733272,2240,"1985",1
"1096","Biology",2823501,1566,"1995",0
"1097","Biology",NA,14324,"1990",1
"1098","Technology",NA,32,"2005",0
"1099","Biology",NA,5652,"1970",1
"1100","Medical",NA,3994,"1980",1
"1101","Biology",NA,502,"2000",1
"1102","Medical",4859012,5291,"1990",1
"1103","Medical",1731414,2602,"1990",1
"1104","Medical",NA,12077,"2000",1
"1105","Biology",NA,4693,"1995",1
"1106","Biology",NA,2955,"1995",1
"1107","Medical",NA,1759,"2000",1
"1108","Medical",NA,458,"2000",1
"1109","Technology",NA,17472,"1985",1
"1110","Biology",NA,3435,"1995",0
"1111","Biology",NA,15425,"1970",1
"1112","Medical",NA,5806,"1985",1
"1113","Medical",NA,1898,"1990",1
"1114","Medical",NA,436,"2000",0
"1115","Medical",NA,3378,"1995",0
"1116","Biology",NA,9468,"1970",0
"1117","Biology",NA,3784,"1990",0
"1118","Biology",NA,15620,"1985",1
"1119","Medical",NA,2493,"1990",1
"1120","Medical",NA,4556,"1995",1
"1121","Medical",NA,10283,"1985",0
"1122","Technology",NA,26,"2005",1
"1123","Medical",NA,5950,"1980",1
"1124","Biology",NA,3162,"1995",1
"1125","Biology",NA,1162,"1990",1
"1126","Biology",NA,9485,"1980",1
"1127","Biology",NA,3353,"1990",1
"1128","Medical",NA,13249,"1990",1
"1129","Medical",NA,8398,"1985",1
"1130","Biology",NA,17615,"1990",1
"1131","Biology",NA,1258,"1990",1
"1132","Biology",NA,3329,"1985",1
"1133","Medical",NA,4484,"1975",1
"1134","Biology",NA,14744,"1975",1
"1135","Medical",NA,3569,"1985",1
"1136","Biology",826949,19284,"1990",1
"1137","Biology",NA,2140,"1985",1
"1138","Medical",NA,3772,"1990",1
"1139","Medical",NA,2246,"1990",0
"1140","Biology",NA,2285,"1995",1
"1141","Biology",NA,365,"1995",1
"1142","Medical",NA,2499,"1980",0
"1143","Medical",NA,4529,"2000",0
"1144","Medical",NA,14485,"1995",1
"1145","Biology",NA,2205,"1995",1
"1146","Medical",NA,1183,"2000",0
"1147","Biology",14480,6702,"1980",0
"1148","Medical",NA,1421,"1985",0
"1149","Biology",NA,1322,"1995",1
"1150","Biology",NA,2339,"1995",1
"1151","Biology",738701,2903,"2000",1
"1152","Medical",503942,2375,"1985",1
"1153","Biology",NA,1963,"1980",1
"1154","Medical",NA,3536,"1985",1
"1155","Medical",NA,742,"2000",0
"1156","Biology",NA,7196,"1975",0
"1157","Biology",NA,3569,"2000",1
"1158","Biology",NA,3105,"1990",0
"1159","Biology",NA,9867,"1990",1
"1160","Medical",NA,1751,"1995",0
"1161","Biology",NA,1009,"2000",1
"1162","Biology",NA,1620,"2000",1
"1163","Medical",NA,1620,"2000",1
"1164","Medical",140499,216,"2000",0
"1165","Biology",NA,4207,"1990",1
"1166","Biology",NA,256,"2000",1
"1167","Technology",15039342,2464,"1985",0
"1168","Biology",NA,2068,"1990",0
"1169","Biology",NA,6363,"1970",1
"1170","Medical",NA,6655,"1965",1
"1171","Biology",3822958,7255,"1995",1
"1172","Medical",338696,2663,"1995",0
"1173","Medical",NA,651,"2000",0
"1174","Medical",NA,610,"1980",0
"1175","Medical",NA,561,"1995",0
"1176","Medical",NA,8097,"1995",1
"1177","Medical",11200140,5417,"1995",1
"1178","Medical",NA,7102,"1975",1
"1179","Biology",NA,1478,"1990",0
"1180","Medical",NA,5017,"1990",1
"1181","Biology",NA,7046,"2000",1
"1182","Biology",NA,9243,"1980",1
"1183","Biology",NA,5816,"1995",1
"1184","Medical",240966,6569,"1990",1
"1185","Medical",NA,6011,"1990",0
"1186","Biology",NA,5079,"1995",1
"1187","Biology",NA,2012,"1980",1
"1188","Biology",NA,5415,"1980",1
"1189","Biology",20966033,1863,"1995",1
"1190","Medical",NA,1591,"1995",1
"1191","Biology",485550,2762,"1995",1
"1192","Medical",NA,19169,"1985",1
"1193","Biology",NA,808,"2000",1
"1194","Biology",NA,5904,"1995",1
"1195","Biology",NA,2917,"2000",1
"1196","Biology",NA,1097,"2005",1
"1197","Biology",169976,7488,"1995",1
"1198","Medical",NA,16933,"1985",0
"1199","Medical",NA,1529,"1995",1
"1200","Biology",NA,1156,"2000",1
"1201","Biology",NA,892,"2000",0
"1202","Medical",NA,23237,"1985",1
"1203","Biology",NA,7103,"1995",1
"1204","Biology",NA,7184,"1980",1
"1205","Medical",NA,8189,"1990",1
"1206","Biology",NA,6473,"1990",1
"1207","Medical",25571253,1184,"2000",1
"1208","Medical",209576,1712,"1995",1
"1209","Medical",NA,5217,"1990",1
"1210","Technology",NA,6120,"1985",1
"1211","Medical",NA,2827,"1980",1
"1212","Biology",NA,11933,"1985",1
"1213","Biology",NA,1136,"2000",0
"1214","Medical",NA,3032,"1985",0
"1215","Medical",NA,13019,"1980",1
"1216","Medical",NA,830,"2000",0
"1217","Medical",586898,9035,"1990",1
"1218","Biology",11353241,2237,"1990",1
"1219","Biology",NA,3929,"2000",1
"1220","Technology",NA,10076,"1995",1
"1221","Medical",16052,11045,"1975",1
"1222","Medical",NA,2813,"1980",1
"1223","Medical",NA,301,"2000",0
"1224","Technology",NA,1918,"1990",1
"1225","Biology",NA,2283,"1990",1
"1226","Biology",NA,10303,"1975",1
"1227","Medical",NA,540,"2000",1
"1228","Biology",NA,29272,"1985",1
"1229","Biology",119218,5355,"1985",0
"1230","Medical",1766444,28501,"1970",1
"1231","Medical",NA,2480,"2000",1
"1232","Biology",NA,1926,"1995",0
"1233","Technology",NA,5864,"1995",1
"1234","Technology",12827585,22029,"1975",1
"1235","Biology",NA,1159,"2000",0
"1236","Biology",NA,4589,"1990",1
"1237","Technology",NA,2303,"1990",1
"1238","Medical",NA,1200,"1995",1
"1239","Biology",NA,3210,"1975",1
"1240","Medical",NA,2589,"1990",1
"1241","Biology",NA,550,"2005",0
"1242","Medical",2087427,15147,"1985",1
"1243","Medical",NA,3053,"1990",1
"1244","Biology",NA,4900,"1990",1
"1245","Biology",NA,3872,"1980",0
"1246","Biology",NA,5968,"1995",1
"1247","Biology",11422179,8987,"1995",1
"1248","Medical",NA,2353,"1975",0
"1249","Medical",NA,770,"2000",0
"1250","Technology",453898,8271,"1985",1
"1251","Medical",NA,5591,"1985",1
"1252","Biology",NA,9683,"1990",1
"1253","Medical",NA,2940,"1985",1
"1254","Biology",NA,14771,"1985",1
"1255","Biology",16197879,12304,"1985",1
"1256","Medical",NA,6927,"1985",1
"1257","Biology",NA,3561,"1995",0
"1258","Biology",NA,13205,"1985",0
"1259","Biology",11385556,23568,"1980",0
"1260","Medical",NA,888,"2000",0
"1261","Biology",NA,9612,"2000",1
"1262","Medical",1665774,4766,"1985",1
"1263","Medical",NA,442,"2000",1
"1264","Medical",NA,4003,"1985",1
"1265","Medical",NA,2820,"1995",1
"1266","Biology",NA,1288,"1995",0
"1267","Biology",NA,13903,"1975",1
"1268","Biology",2616760,33426,"2005",1
"1269","Biology",NA,2033,"1975",1
"1270","Biology",456008,7667,"1980",1
"1271","Biology",NA,4957,"1990",1
"1272","Biology",21979279,8474,"1970",1
"1273","Biology",NA,12943,"1990",1
"1274","Biology",NA,2935,"1995",1
"1275","Medical",NA,5349,"1985",1
"1276","Medical",NA,1294,"2000",1
"1277","Biology",NA,30290,"1980",1
"1278","Technology",NA,5074,"1970",1
"1279","Biology",454255,810,"2000",0
"1280","Medical",NA,3045,"1990",1
"1281","Biology",115434,5015,"1980",1
"1282","Medical",NA,1625,"1995",1
"1283","Biology",110165,2649,"1980",1
"1284","Technology",NA,801,"2010",0
"1285","Biology",2028866,11454,"1990",1
"1286","Biology",NA,5796,"1995",1
"1287","Medical",NA,2676,"1995",0
"1288","Medical",7216566,747,"1990",1
"1289","Medical",2817078,2401,"1990",0
"1290","Medical",NA,4383,"1990",0
"1291","Biology",NA,1369,"2000",0
"1292","Biology",1710092,34293,"1985",1
"1293","Biology",NA,3297,"1990",0
"1294","Medical",NA,2862,"2000",1
"1295","Technology",NA,212,"2000",1
"1296","Medical",NA,6499,"1980",1
"1297","Medical",NA,696,"1985",1
"1298","Biology",NA,4871,"1980",0
"1299","Biology",463080,15191,"1985",1
"1300","Medical",NA,2137,"1985",1
"1301","Biology",NA,3246,"1995",0
"1302","Technology",1101868,11035,"1990",1
"1303","Biology",NA,850,"2000",1
"1304","Medical",NA,6136,"2000",1
"1305","Biology",NA,827,"1995",1
"1306","Biology",NA,12752,"1990",1
"1307","Biology",1669060,4570,"1990",0
"1308","Biology",4031439,3786,"1985",1
"1309","Medical",878723,6326,"1990",1
"1310","Medical",NA,1116,"1980",1
"1311","Biology",NA,574,"2005",0
"1312","Medical",394768,10426,"1975",1
"1313","Medical",NA,4075,"2000",1
"1314","Biology",NA,12271,"1990",1
"1315","Medical",NA,6775,"1990",1
"1316","Medical",6686454,4867,"1985",1
"1317","Technology",NA,7580,"1990",1
"1318","Biology",NA,3878,"1990",1
"1319","Medical",NA,6180,"1985",1
"1320","Biology",NA,4847,"1995",1
"1321","Medical",692039,1330,"1995",1
"1322","Biology",NA,4433,"1990",1
"1323","Biology",2541305,4441,"1990",1
"1324","Medical",15031037,9031,"1980",1
"1325","Biology",391000,4404,"1985",0
"1326","Medical",533245,16595,"1970",1
"1327","Medical",NA,5174,"1995",1
"1328","Medical",1362429,5350,"1985",0
"1329","Medical",NA,3378,"1980",1
"1330","Biology",NA,1639,"2000",1
"1331","Medical",1946173,39233,"1985",1
"1332","Biology",11492576,11729,"1980",0
"1333","Biology",263094,2947,"1995",1
"1334","Medical",NA,1043,"2000",0
"1335","Biology",NA,1314,"2000",0
"1336","Medical",NA,2267,"1990",1
"1337","Medical",NA,1040,"2000",0
"1338","Biology",NA,505,"2000",1
"1339","Medical",NA,2421,"1995",1
"1340","Medical",NA,4010,"1995",1
"1341","Biology",NA,2966,"2000",1
"1342","Medical",NA,7843,"1980",1
"1343","Medical",23618319,436,"2000",1
"1344","Biology",NA,572,"2000",1
"1345","Biology",NA,1928,"2000",0
"1346","Biology",2353892,3338,"1995",1
"1347","Biology",NA,1651,"2005",0
"1348","Biology",NA,5450,"1990",1
"1349","Biology",NA,2387,"2005",1
"1350","Biology",NA,7288,"2000",1
"1351","Medical",NA,1836,"1995",1
"1352","Biology",NA,1424,"2000",1
"1353","Biology",1518132,1678,"2000",0
"1354","Technology",NA,10471,"1990",0
"1355","Medical",NA,976,"1990",1
"1356","Biology",NA,1649,"2000",1
"1357","Medical",NA,873,"2005",1
"1358","Medical",NA,849,"1995",1
"1359","Biology",NA,1142,"2005",1
"1360","Biology",NA,385,"2005",1
"1361","Medical",NA,8285,"1990",1
"1362","Biology",NA,886,"2000",0
"1363","Medical",NA,621,"2005",1
"1364","Technology",NA,434,"2005",0
"1365","Medical",NA,2703,"1975",1
"1366","Technology",13659964,18447,"1990",1
"1367","Medical",NA,1305,"1995",1
"1368","Biology",NA,2076,"2000",0
"1369","Biology",NA,8531,"1990",1
"1370","Biology",NA,1417,"2005",0
"1371","Medical",NA,3356,"2000",1
"1372","Medical",137597,1331,"2000",1
"1373","Biology",NA,2592,"2000",1
"1374","Medical",NA,2103,"2005",1
"1375","Medical",NA,1044,"2000",0
"1376","Medical",2122045,3503,"2000",1
"1377","Biology",NA,1920,"1990",0
"1378","Medical",NA,745,"2000",1
"1379","Biology",NA,1771,"2000",1
"1380","Biology",2027005,2891,"2000",0
"1381","Biology",28728270,754,"2005",1
"1382","Medical",201841,9363,"1985",1
"1383","Biology",NA,1604,"2000",1
"1384","Technology",NA,2183,"2000",1
"1385","Technology",NA,2393,"2000",1
"1386","Biology",NA,685,"2005",0
"1387","Biology",NA,3020,"1990",1
"1388","Medical",NA,1125,"1995",1
"1389","Medical",NA,15907,"1980",1
"1390","Biology",3756790,4396,"2005",1
"1391","Biology",NA,3750,"2000",1
"1392","Technology",3483184,1022,"1990",1
"1393","Medical",NA,1136,"1995",0
"1394","Medical",NA,891,"2005",0
"1395","Medical",8871117,1188,"2000",0
"1396","Medical",4075888,1535,"2000",1
"1397","Technology",2011997,2485,"1995",1
"1398","Biology",11503502,27931,"1985",1
"1399","Medical",NA,930,"2005",1
"1400","Medical",NA,588,"2005",1
"1401","Medical",NA,1092,"2000",1
"1402","Technology",564205,11826,"1990",1
"1403","Medical",9205981,2997,"1990",1
"1404","Technology",NA,794,"2000",1
"1405","Medical",21787760,30542,"1985",1
"1406","Biology",NA,27797,"1990",1
"1407","Biology",NA,5974,"2005",1
"1408","Biology",NA,1719,"2000",1
"1409","Biology",NA,962,"2000",1
"1410","Medical",NA,880,"2000",1
"1411","Biology",NA,801,"2005",1
