"Id","dept_rank","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"3010",NA,"Medical",NA,16658,"1980",1
"3011",NA,"Medical",1678684,70078,"1980",1
"3012",9,"Biology",470878,18042,"1985",1
"3013",3,"Biology",3062300,4230,"1990",1
"3014",NA,"Biology",7758436,6815,"1965",1
"3015",NA,"Biology",NA,9078,"1970",1
"3016",NA,"Biology",NA,8341,"2005",1
"3017",39,"Biology",178625,2964,"1995",1
"3018",NA,"Biology",NA,6606,"1995",1
"3019",72,"Medical",1511405,3569,"2000",1
"3020",3,"Medical",32683778,6829,"1985",1
"3021",27,"Medical",NA,3870,"1995",1
"3022",NA,"Biology",21201463,5814,"1995",1
"3023",NA,"Biology",NA,14772,"1985",1
"3024",NA,"Medical",14733530,7971,"1970",1
"3025",90,"Biology",NA,33443,"1985",1
"3026",NA,"Biology",NA,6070,"1990",1
"3027",NA,"Biology",533864,14435,"1985",1
"3028",NA,"Medical",NA,631,"2000",1
"3029",22,"Medical",NA,6902,"1980",1
"3030",55,"Biology",NA,157655,"1970",1
"3031",NA,"Medical",NA,2413,"2000",1
"3032",52,"Medical",271530,3149,"1985",1
"3033",16,"Medical",NA,12965,"1980",1
"3034",NA,"Medical",NA,2167,"1980",1
"3035",3,"Biology",33795998,35876,"1990",1
"3036",NA,"Biology",NA,4459,"1975",0
"3037",NA,"Biology",208259,9036,"1985",1
"3038",NA,"Biology",869386,58941,"1970",1
"3039",16,"Medical",NA,4793,"1990",1
"3040",13,"Medical",NA,25256,"1975",1
"3041",38,"Biology",1229278,44166,"1970",1
"3042",18,"Biology",NA,3338,"1995",1
"3043",NA,"Biology",NA,17020,"1970",1
"3044",16,"Medical",9891281,31691,"1985",1
"3045",NA,"Medical",2656141,6609,"1980",1
"3046",89,"Technology",1918196,7787,"1995",1
"3047",NA,"Biology",1245290,5189,"1975",1
"3048",NA,"Biology",NA,913,"2000",0
"3049",NA,"Medical",NA,5807,"1990",1
"3050",NA,"Biology",NA,10572,"1995",1
"3051",3,"Medical",691958,3724,"2000",1
"3052",148,"Biology",NA,3789,"1995",0
"3053",1,"Biology",NA,14253,"1990",1
"3054",9,"Medical",501216,572,"1990",1
"3055",NA,"Biology",NA,4950,"1995",1
"3056",22,"Medical",514197,16360,"1980",1
"3057",54,"Biology",112820,35926,"1980",1
"3058",NA,"Biology",NA,1655,"2000",1
"3059",6,"Medical",3080626,14749,"1975",1
"3060",NA,"Biology",NA,17345,"1980",1
"3061",60,"Medical",15053366,13326,"1970",1
"3062",45,"Medical",2393601,1488,"2000",1
"3063",48,"Medical",NA,2691,"1990",1
"3064",112,"Biology",NA,9507,"1970",1
"3065",121,"Biology",NA,14150,"1995",1
"3066",20,"Technology",521095,7574,"1985",1
"3067",NA,"Biology",239611,32055,"1980",1
"3068",NA,"Biology",514739,6083,"2000",1
"3069",65,"Medical",NA,1316,"2000",1
"3070",NA,"Biology",54070220,16268,"1970",1
"3071",NA,"Medical",1468803,36587,"1980",1
"3072",146,"Biology",806622,1670,"1995",1
"3073",NA,"Medical",NA,10112,"1980",1
"3074",22,"Medical",690036,7391,"1985",1
"3075",NA,"Biology",NA,3664,"1985",1
"3076",NA,"Medical",2315396,5926,"1995",1
"3077",13,"Medical",16382279,4947,"1980",1
"3078",48,"Biology",2314007,7195,"1975",1
"3079",24,"Medical",NA,9180,"1980",1
"3080",NA,"Biology",NA,1892,"1995",0
"3081",NA,"Medical",317617,4280,"1995",1
"3082",NA,"Biology",13747585,41587,"1985",1
"3083",13,"Medical",8849354,2487,"2000",1
"3084",19,"Biology",NA,26110,"1990",1
"3085",5,"Medical",129874,2831,"2000",1
"3086",24,"Biology",2500597,5668,"1975",0
"3087",NA,"Biology",639104,15622,"1970",1
"3088",103,"Biology",NA,2710,"1975",1
"3089",45,"Medical",20652254,555,"1960",0
"3090",273,"Biology",NA,14289,"1975",1
"3091",60,"Medical",NA,5374,"1985",1
"3092",47,"Biology",NA,16736,"1990",1
"3093",NA,"Medical",83695929,28730,"1975",1
"3094",NA,"Medical",1133083,4564,"1995",1
"3095",NA,"Medical",68580,9700,"1980",1
"3096",NA,"Medical",161357929,75270,"1980",1
"3097",NA,"Biology",NA,2738,"1995",1
"3098",NA,"Biology",620863,23898,"1990",1
"3099",38,"Medical",482320,1275,"1990",1
"3100",121,"Biology",NA,3954,"1990",1
"3101",52,"Medical",9198240,8403,"1995",1
"3102",NA,"Medical",NA,610,"2000",1
"3103",21,"Medical",NA,14661,"1990",1
"3104",13,"Biology",NA,1839,"1990",1
"3105",98,"Biology",10242633,1571,"1995",1
"3106",36,"Biology",NA,10550,"1975",1
"3107",NA,"Biology",624781104,14394,"1980",1
"3108",4,"Biology",4465768,24173,"1985",1
"3109",8,"Biology",NA,35847,"1960",1
"3110",33,"Biology",2969215,21186,"1970",1
"3111",NA,"Biology",NA,3567,"2000",1
"3112",38,"Medical",216555,5625,"1980",1
"3113",13,"Medical",2305552,17876,"1960",1
"3114",NA,"Technology",NA,1286,"2000",1
"3115",2,"Medical",538906,6106,"1995",1
"3116",NA,"Medical",928036,13401,"1970",1
"3117",38,"Medical",601947,8625,"1985",1
"3118",43,"Medical",NA,7340,"1985",1
"3119",142,"Medical",NA,22103,"1975",1
"3120",NA,"Biology",208471742,9633,"1990",1
"3121",NA,"Biology",NA,5814,"1995",1
"3122",NA,"Medical",NA,10321,"1980",0
"3123",23,"Biology",NA,2811,"2000",1
"3124",16,"Medical",NA,1272,"2000",1
"3125",27,"Biology",448583,24992,"1960",1
"3126",27,"Medical",7238519,6287,"1980",1
"3127",33,"Biology",2921309,14874,"1970",1
"3128",3,"Medical",37593,5378,"1990",1
"3129",41,"Biology",5959402,1452,"2000",1
"3130",8,"Biology",68140,4108,"1995",1
"3131",130,"Biology",NA,10020,"1990",1
"3132",2,"Biology",3936567,4295,"1965",1
"3133",NA,"Biology",28576417,13359,"1990",1
"3134",13,"Biology",1197105,4740,"1995",1
"3135",19,"Medical",14447699,50090,"1990",1
"3136",98,"Biology",NA,2186,"1980",1
"3137",NA,"Biology",NA,4129,"1995",1
"3138",3,"Medical",NA,3939,"1990",1
"3139",98,"Biology",721242,7790,"1965",1
"3140",NA,"Biology",8896,4111,"1985",1
"3141",156,"Biology",NA,351,"2010",1
"3142",13,"Medical",NA,10248,"1980",1
"3143",2,"Medical",NA,791,"1995",1
"3144",78,"Medical",18682679,11012,"1980",1
"3145",NA,"Technology",NA,8801,"1965",1
"3146",NA,"Medical",NA,1663,"2000",1
"3147",24,"Medical",NA,360,"2000",1
"3148",16,"Biology",1364199,2233,"2000",1
"3149",26,"Biology",4828130,10185,"1980",1
"3150",NA,"Medical",NA,3820,"1985",1
"3151",22,"Biology",NA,6502,"1995",1
"3152",38,"Biology",NA,668,"1995",0
"3153",48,"Biology",5687989,7641,"1975",1
"3154",NA,"Biology",1065195,5824,"1985",1
"3155",273,"Biology",1151022,3752,"1985",1
"3156",NA,"Biology",2860221,1287,"1995",0
"3157",51,"Biology",NA,6148,"1995",1
"3158",NA,"Technology",NA,2038,"1995",1
"3159",3,"Biology",NA,2103,"2000",0
"3160",NA,"Biology",NA,3476,"1980",1
"3161",17,"Biology",NA,3440,"1995",1
"3162",112,"Biology",4075193,3888,"1995",1
"3163",30,"Medical",NA,3933,"1975",1
"3164",NA,"Biology",50765,1532,"1980",1
"3165",NA,"Medical",NA,2762,"1995",1
"3166",24,"Medical",1518456,38349,"1985",1
"3167",38,"Medical",2558682,9518,"1980",1
"3168",NA,"Biology",7603746,11034,"1995",1
"3169",81,"Biology",18184,16159,"1970",1
"3170",1,"Medical",NA,6211,"1990",1
"3171",48,"Medical",1531217,2181,"1995",1
"3172",155,"Medical",1625858,21561,"1985",1
"3173",3,"Medical",1559952,5493,"2000",1
"3174",8,"Medical",NA,11129,"1990",1
"3175",140,"Biology",NA,542,"1995",1
"3176",78,"Medical",8315280,2204,"1990",1
"3177",NA,"Biology",368306,4747,"1995",1
"3178",4,"Biology",25983775,44548,"1990",1
"3179",19,"Medical",1076877,2211,"2000",1
"3180",NA,"Biology",NA,9050,"2000",1
"3181",9,"Biology",NA,6571,"1990",1
"3182",NA,"Medical",32200,2277,"1985",1
"3183",34,"Technology",2291551,3395,"1985",1
"3184",NA,"Biology",NA,5433,"1975",1
"3185",NA,"Biology",NA,5766,"1990",1
"3186",38,"Medical",NA,5847,"1990",1
"3187",NA,"Medical",NA,2602,"1990",1
"3188",38,"Medical",6907002,9392,"1980",1
"3189",159,"Biology",NA,6679,"1965",1
"3190",75,"Medical",NA,1735,"2000",1
"3191",52,"Medical",17959034,4577,"1985",1
"3192",56,"Medical",NA,562,"2005",1
"3193",112,"Biology",23355289,3114,"1980",1
"3194",43,"Medical",33036866,28967,"1965",1
"3195",9,"Medical",17857543,15210,"1985",1
"3196",5,"Medical",10039001,5593,"1990",1
"3197",NA,"Biology",171298,5992,"1995",1
"3198",93,"Biology",1374585,25764,"1975",1
"3199",60,"Medical",44170,2438,"1990",1
"3200",NA,"Medical",14442983,36551,"1965",1
"3201",NA,"Medical",38533062,47155,"1965",1
"3202",22,"Biology",4614411,3849,"1985",1
"3203",NA,"Medical",NA,10981,"1995",1
"3204",5,"Medical",NA,21852,"1980",1
"3205",NA,"Medical",NA,3948,"1975",1
"3206",NA,"Medical",NA,20027,"1975",1
"3207",NA,"Biology",435722,4186,"2000",1
"3208",NA,"Biology",7908982,578,"2000",1
"3209",27,"Medical",NA,1131,"2000",1
"3210",9,"Technology",16155418,9658,"1995",1
"3211",128,"Technology",NA,2510,"1985",1
"3212",NA,"Biology",NA,9419,"1995",1
"3213",51,"Biology",8666579,3200,"1990",1
"3214",1,"Biology",5877684,22918,"1975",1
"3215",2,"Medical",NA,2114,"2000",1
"3216",5,"Medical",9000764,8472,"2005",1
"3217",312,"Biology",NA,3096,"1975",1
"3218",114,"Biology",6745764,12080,"1975",1
"3219",NA,"Biology",7478994,5847,"1960",0
"3220",85,"Biology",NA,3394,"1975",1
"3221",NA,"Biology",14648737,25468,"1975",1
"3222",NA,"Medical",404293,1926,"1995",1
"3223",38,"Medical",36699547,13680,"1990",1
"3224",159,"Biology",10580,5575,"1980",1
"3225",45,"Biology",2292452,10823,"1995",1
"3226",19,"Medical",914980,14504,"1980",0
"3227",22,"Biology",NA,2854,"1995",1
"3228",13,"Medical",NA,15557,"1985",1
"3229",NA,"Biology",7889194,90698,"1980",1
"3230",24,"Medical",7728634,1954,"1990",1
"3231",38,"Medical",10776102,6847,"1975",1
"3232",19,"Medical",NA,5973,"1990",1
"3233",NA,"Medical",48289125,921,"2010",1
"3234",3,"Medical",9718396,1650,"1995",1
"3235",65,"Biology",31207098,15440,"1975",1
"3236",NA,"Biology",363963,4397,"2000",1
"3237",NA,"Medical",2250027,2002,"1995",1
"3238",75,"Medical",NA,2401,"1995",1
"3239",NA,"Medical",8354390,34585,"1965",1
"3240",3,"Medical",NA,14505,"1985",1
"3241",17,"Technology",1215299,4945,"1990",1
"3242",NA,"Medical",NA,1000,"2000",1
"3243",NA,"Biology",2142177,17038,"1980",1
"3244",NA,"Biology",344406,5049,"2000",1
"3245",30,"Medical",NA,1303,"1995",0
"3246",27,"Medical",NA,62782,"1980",1
"3247",NA,"Medical",3163240,12167,"1980",1
"3248",NA,"Medical",7780436,10817,"1985",1
"3249",NA,"Technology",3099235,540,"2005",1
"3250",NA,"Medical",2704474,5694,"2000",0
"3251",39,"Biology",34405813,7256,"1975",0
"3252",318,"Biology",6430117,3298,"1995",1
"3253",NA,"Biology",3153043,4255,"1970",1
"3254",33,"Biology",6987824,4618,"1990",1
"3255",38,"Medical",6001769,2057,"2000",1
"3256",NA,"Medical",NA,1503,"1990",0
"3257",3,"Medical",NA,1541,"2000",1
"3258",NA,"Medical",NA,11966,"1990",1
"3259",12,"Medical",255400,9789,"1985",1
"3260",17,"Biology",4384098,17803,"1990",1
"3261",6,"Medical",12676286,8917,"1995",1
"3262",NA,"Biology",9987586,2896,"1985",1
"3263",NA,"Medical",NA,921,"2005",1
"3264",16,"Medical",NA,4226,"1985",0
"3265",99,"Biology",9466685,12357,"1990",1
"3266",NA,"Medical",8523477,1931,"1980",1
"3267",NA,"Medical",NA,295,"2010",1
"3268",NA,"Medical",4975183,11525,"1990",1
"3269",99,"Biology",16480424,18121,"1980",0
"3270",NA,"Medical",NA,3549,"1995",1
"3271",2,"Medical",6957043,6234,"1990",1
"3272",30,"Medical",NA,7449,"1995",1
"3273",47,"Technology",7541250,5992,"2000",1
"3274",282,"Biology",455567,2745,"1990",1
"3275",19,"Medical",NA,1273,"2000",0
"3276",NA,"Biology",23966475,74664,"1975",1
"3277",24,"Medical",8861997,24963,"1995",1
"3278",43,"Medical",2107389,4143,"1990",1
"3279",NA,"Biology",31179457,12003,"1985",0
"3280",6,"Biology",584579,1833,"1985",1
"3281",NA,"Medical",4895693,10935,"1990",1
"3282",55,"Technology",23108255,4828,"1985",1
"3283",38,"Biology",9913815,9116,"1980",1
"3284",23,"Medical",19072158,12004,"1990",1
"3285",36,"Medical",NA,976,"2005",1
"3286",54,"Biology",17332239,11920,"1980",1
"3287",52,"Medical",1577237,5206,"1990",1
"3288",23,"Biology",285116,1663,"1980",1
"3289",NA,"Biology",NA,4990,"1995",1
"3290",3,"Medical",14676015,4982,"2000",1
"3291",NA,"Biology",683455,3718,"1995",1
"3292",NA,"Medical",11444636,38086,"1990",1
"3293",48,"Biology",10055935,137,"2005",1
"3294",2,"Medical",4240409,3179,"1995",1
"3295",NA,"Biology",5673209,4096,"1995",1
"3296",NA,"Biology",NA,474,"2010",0
"3297",16,"Biology",4891985,1856,"2005",1
"3298",NA,"Medical",28643784,9751,"1985",1
"3299",190,"Biology",6874258,3262,"1990",1
"3300",NA,"Biology",600090,7910,"1990",1
"3301",NA,"Medical",NA,3156,"1995",1
"3302",30,"Medical",478385,2137,"2000",1
"3303",38,"Medical",1769070,9707,"1980",1
"3304",6,"Biology",NA,2954,"1995",1
"3305",NA,"Medical",15075974,8663,"1985",1
"3306",36,"Medical",576860,2542,"1995",1
"3307",3,"Medical",22295741,21606,"1980",1
"3308",NA,"Medical",23086167,2232,"1985",0
"3309",NA,"Medical",31087761,1355,"1975",0
"3310",NA,"Biology",NA,5530,"1990",1
"3311",43,"Medical",1043765,2105,"2000",1
"3312",110,"Biology",7129288,5819,"1975",1
"3313",142,"Medical",10697776,34100,"1970",1
"3314",163,"Biology",4445224,1714,"1970",0
"3315",NA,"Medical",375900,2967,"2000",1
"3316",6,"Biology",NA,2225,"1990",0
"3317",26,"Biology",3596011,6831,"1990",1
"3318",1,"Technology",16776667,6922,"1990",1
"3319",25,"Medical",11381082,18291,"1980",1
"3320",NA,"Medical",489625,23662,"1985",1
"3321",17,"Biology",2480256,10691,"1990",1
"3322",67,"Medical",NA,3826,"2000",1
"3323",190,"Biology",NA,3395,"2000",0
"3324",NA,"Biology",NA,1779,"1985",1
"3325",NA,"Medical",NA,2443,"1995",1
"3326",62,"Biology",NA,5303,"2000",1
"3327",NA,"Medical",12698252,11867,"2000",1
"3328",NA,"Biology",7592083,4867,"2000",1
"3329",7,"Biology",NA,1060,"2000",1
"3330",NA,"Medical",NA,1316,"2000",1
"3331",9,"Biology",NA,3178,"1995",1
"3332",22,"Biology",1939614,1391,"2000",0
"3333",90,"Biology",1276501,8507,"1995",1
"3334",NA,"Medical",NA,1964,"1995",1
"3335",NA,"Biology",1371659,2956,"1995",1
"3336",6,"Biology",NA,1878,"1990",0
"3337",99,"Biology",NA,42920,"2000",1
"3338",178,"Biology",1177790,9537,"2000",1
"3339",NA,"Biology",64058,46489,"1975",1
"3340",NA,"Biology",NA,3632,"1990",1
"3341",9,"Biology",NA,8930,"2000",1
"3342",148,"Biology",NA,2453,"1995",1
"3343",NA,"Biology",NA,1530,"2000",1
"3344",126,"Biology",5866381,1865,"1975",0
"3345",NA,"Medical",NA,7943,"1985",1
"3346",8,"Biology",4841984,9408,"1985",1
"3347",2,"Medical",NA,4458,"1985",1
"3348",16,"Biology",458015,6309,"1995",1
"3349",9,"Medical",4679940,9687,"1995",1
"3350",98,"Biology",546204,2669,"2000",1
"3351",65,"Medical",NA,1125,"2000",1
"3352",NA,"Medical",NA,1799,"2000",1
"3353",NA,"Medical",NA,3160,"1990",1
"3354",NA,"Biology",NA,5345,"1990",1
"3355",22,"Medical",NA,2662,"2005",1
"3356",1,"Technology",4279602,850,"2005",1
"3357",NA,"Medical",NA,518,"2000",1
"3358",2,"Medical",NA,1165,"2000",0
"3359",NA,"Biology",NA,2896,"2000",1
"3360",38,"Medical",648418,852,"2000",1
"3361",NA,"Medical",NA,841,"2000",1
"3362",175,"Biology",NA,1119,"2000",0
"3363",NA,"Biology",3166419,7004,"1995",1
"3364",3,"Medical",NA,817,"2000",0
"3365",6,"Biology",2598939,3298,"1995",1
"3366",NA,"Medical",NA,2407,"1995",1
"3367",16,"Biology",NA,946,"2005",1
"3368",46,"Biology",NA,2698,"2005",1
"3369",NA,"Biology",3522452,5211,"2005",1
"3370",13,"Medical",NA,1898,"2005",1
"3371",NA,"Medical",NA,1357,"2005",1
"3372",60,"Medical",13927739,3221,"2000",1
"3373",69,"Technology",NA,10512,"1985",1
"3374",NA,"Biology",NA,1077,"1995",1
"3375",8,"Biology",407539,4433,"2000",1
"3376",3,"Medical",3469214,2861,"1995",1
"3377",NA,"Biology",NA,1560,"2000",1
"3378",43,"Medical",791795,2068,"1995",1
"3379",NA,"Medical",NA,2207,"2000",1
"3380",NA,"Medical",NA,7326,"1980",1
"3381",3,"Medical",9408638,3315,"2000",1
"3382",60,"Biology",NA,3675,"2000",1
"3383",30,"Medical",NA,359,"2005",0
"3384",NA,"Medical",NA,23630,"1990",1
"3385",NA,"Biology",NA,1255,"2005",0
"3386",NA,"Medical",NA,2249,"2005",1
"3387",12,"Medical",NA,12177,"2000",1
"3388",NA,"Medical",NA,1706,"2005",1
"3389",9,"Biology",6375050,8163,"2000",1
"3390",13,"Medical",NA,974,"2005",1
"3391",NA,"Biology",NA,5469,"2005",1
"3392",NA,"Medical",NA,1716,"2000",1
"3393",13,"Medical",1639265,1241,"2000",1
"3394",NA,"Medical",548049,1109,"2000",1
"3395",35,"Technology",6710262,1612,"2000",1
"3396",NA,"Biology",NA,1719,"2005",0
"3397",NA,"Biology",NA,6619,"1995",1
"3398",16,"Biology",NA,7540,"1990",1
"3399",NA,"Biology",NA,5979,"2005",1
"3400",49,"Technology",15131619,14595,"1985",1
"3401",NA,"Biology",NA,2053,"2005",1
"3402",103,"Biology",1650842,8026,"1985",1
"3403",16,"Medical",NA,1057,"2005",0
"3404",24,"Biology",NA,6653,"2000",1
"3405",62,"Biology",NA,3126,"2005",1
"3406",16,"Biology",NA,1699,"2000",1
"3407",1,"Biology",NA,13311,"2005",1
"3408",2,"Medical",NA,884,"2000",1
"3409",6,"Biology",961248,1473,"1995",1
"3410",13,"Medical",NA,7265,"2000",1
"3411",30,"Medical",NA,2290,"2005",1
"3412",9,"Biology",NA,1021,"2005",1
"3413",10,"Biology",NA,2742,"2005",1
"3414",NA,"Biology",NA,5920,"2005",1
"3415",65,"Medical",NA,5856,"2000",1
"3416",NA,"Biology",NA,1442,"2005",0
"3417",43,"Medical",NA,904,"2000",1
"3418",16,"Medical",NA,4288,"2000",1
"3419",NA,"Biology",NA,968,"2000",1
"3420",26,"Biology",NA,1077,"2005",0
"3421",NA,"Biology",NA,166,"2010",1
"3422",NA,"Biology",NA,767,"2005",1
"3423",NA,"Technology",NA,1239,"2005",1
"3424",NA,"Biology",NA,8403,"1995",1
"3425",6,"Biology",NA,16668,"2005",1
"3426",4,"Biology",NA,2430,"2005",1
"3427",57,"Biology",NA,678,"2005",0
"3428",9,"Biology",8477394,4321,"2005",1
"3429",9,"Biology",NA,1000,"2005",1
"3430",13,"Medical",NA,1352,"2000",1
"3431",NA,"Biology",NA,1133,"1985",1
"3432",NA,"Biology",NA,2565,"2005",0
"3433",NA,"Biology",NA,1216,"2000",1
"3434",NA,"Biology",NA,11308,"2005",1
"3435",43,"Technology",NA,1570,"2000",1
"3436",NA,"Biology",NA,1716,"2000",1
"3437",57,"Biology",NA,628,"2000",1
"3438",NA,"Medical",2341182,3423,"1985",1
"3439",45,"Biology",45553553,5826,"1985",0
"3440",19,"Medical",1522375,3576,"2000",1
"3441",38,"Medical",NA,2712,"2000",1
"3442",60,"Medical",NA,4829,"1980",1
"3443",6,"Medical",NA,690,"2000",1
"3444",1,"Medical",NA,2317,"2000",1
"3445",NA,"Biology",NA,2205,"1995",1
"3446",NA,"Biology",1077111,893,"2000",1
"3447",16,"Medical",NA,562,"2005",1
"3448",NA,"Medical",267677,12550,"1990",1
"3449",157,"Biology",NA,2550,"1995",1
"3450",55,"Technology",547740,2346,"2000",1
"3451",NA,"Medical",162294,25536,"2000",1
"3452",NA,"Medical",NA,5515,"1990",1
"3453",30,"Medical",NA,2264,"2000",1
"3454",172,"Biology",5451225,2036,"2000",1
"3455",152,"Biology",NA,2549,"2000",1
"3456",33,"Biology",NA,3751,"2000",1
"3457",8,"Biology",111047,3443,"1995",1
"3458",16,"Medical",NA,963,"2000",1
"3459",26,"Biology",NA,3174,"2000",1
"3460",NA,"Biology",NA,517,"2000",0
"3461",60,"Biology",NA,2275,"2000",1
"3462",26,"Biology",2974531,4491,"1975",1
"3463",1,"Biology",NA,2306,"2000",1
"3464",NA,"Medical",2254875,14620,"1995",1
"3465",169,"Biology",3982097,3877,"2000",1
"3466",NA,"Technology",NA,1295,"2005",1
"3467",NA,"Biology",3061422,4538,"2000",1
"3468",67,"Biology",2637503,284,"2005",1
"3469",NA,"Biology",NA,1181,"2005",1
"3470",122,"Medical",NA,8263,"1995",1
"3471",5,"Medical",NA,3217,"2000",1
"3472",26,"Biology",NA,2358,"2000",1
"3473",NA,"Medical",NA,1264,"2000",1
"3474",429,"Biology",2143533,12528,"1995",1
"3475",2,"Medical",NA,3468,"2005",1
"3476",3,"Biology",540758,5008,"2005",1
"3477",NA,"Biology",NA,1907,"2000",0
"3478",66,"Biology",4298928,10618,"2000",1
"3479",NA,"Biology",NA,748,"2005",1
"3480",NA,"Medical",NA,474,"2005",1
"3481",39,"Biology",133831,2465,"2000",1
"3482",NA,"Medical",NA,2867,"2000",1
"3483",NA,"Medical",NA,814,"2000",1
"3484",38,"Medical",160246,2379,"1995",1
"3485",50,"Medical",1825558,657,"2005",1
"3486",NA,"Biology",2514212,4783,"2000",1
"3487",82,"Medical",NA,950,"2000",1
"3488",1,"Technology",NA,25434,"2000",1
"3489",NA,"Medical",7706430,4440,"2000",1
"3490",NA,"Medical",NA,2070,"2000",1
"3491",16,"Biology",1198455,1317,"2000",1
"3492",9,"Medical",101470,2728,"2005",1
"3493",13,"Medical",26255995,2854,"1990",1
"3494",98,"Biology",NA,3777,"1990",0
"3495",207,"Biology",NA,3383,"2000",1
"3496",2,"Medical",NA,1503,"2005",1
"3497",45,"Biology",NA,2686,"2000",1
"3498",17,"Biology",15232199,8954,"1995",0
"3499",NA,"Medical",737878,1207,"2000",1
"3500",NA,"Biology",NA,16523,"1995",1
"3501",1,"Medical",NA,8668,"2005",1
"3502",16,"Biology",NA,3263,"1995",1
"3503",NA,"Biology",NA,5881,"1985",0
"3504",NA,"Biology",28905299,53544,"1990",1
"3505",112,"Biology",NA,589,"2005",0
"3506",19,"Medical",NA,1486,"2005",1
"3507",NA,"Medical",2717937,1164,"1995",1
"3508",17,"Biology",NA,1484,"2000",0
"3509",NA,"Medical",NA,1948,"2005",1
"3510",NA,"Biology",22025936,44233,"1970",1
"3511",178,"Biology",218454,3992,"2000",1
"3512",39,"Biology",NA,5997,"2000",1
"3513",NA,"Medical",NA,3792,"2000",1
"3514",10,"Technology",NA,653,"2005",1
"3515",8,"Biology",NA,6092,"2005",1
"3516",6,"Biology",NA,15999,"1975",1
"3517",NA,"Biology",NA,2016,"2000",0
