"Source","Target"
"1044","1046"
"1044","2235"
"1044","2639"
"1044","1306"
"1044","3027"
"1044","1884"
"1045","1609"
"1045","2943"
"1045","507"
"1045","1740"
"1045","603"
"1045","2647"
"1045","2517"
"1045","2191"
"1045","2639"
"1045","2420"
"1045","1055"
"1045","3108"
"1045","1452"
"1045","2279"
"1045","621"
"1045","65"
"1045","2112"
"1045","2864"
"1045","2183"
"1045","3185"
"1045","1682"
"1045","2185"
"1045","611"
"1045","2456"
"1045","3065"
"1045","3149"
"1045","2940"
"1045","3216"
"1045","628"
"1045","2204"
"1045","2063"
"1045","123"
"1045","145"
"1045","987"
"1045","3500"
"1045","163"
"1045","2389"
"1045","950"
"1045","2121"
"1046","1858"
"1046","2161"
"1046","614"
"1046","2984"
"1046","2956"
"1046","3425"
"1046","2624"
"1046","2563"
"1046","639"
"1046","2952"
"1046","2432"
"1046","3328"
"1046","608"
"1046","2048"
"1046","3283"
"1046","1693"
"1046","2883"
"1046","1637"
"1046","2678"
"1046","246"
"1046","2389"
"1046","1609"
"1046","2456"
"1046","2872"
"1046","1766"
"1046","618"
"1046","114"
"1046","1044"
"1046","3223"
"1046","2865"
"1046","2235"
"1046","2639"
"1046","2104"
"1046","137"
"1046","2187"
"1046","765"
"1046","1553"
"1046","708"
"1046","194"
"1046","1705"
"1046","3082"
"1046","2442"
"1046","677"
"1046","1898"
"1046","2910"
"1046","199"
"1046","2960"
"1046","210"
"1046","3463"
"1046","1340"
"1046","2486"
"1046","612"
"1046","3065"
"1046","645"
"1046","2183"
"1046","1303"
"1046","620"
"1046","268"
"1046","540"
"1046","1973"
"1046","3155"
"1046","379"
"1046","405"
"1046","469"
"1046","2905"
"1046","2663"
"1046","1306"
"1046","1860"
"1046","3027"
"1046","1884"
"1046","2581"
"1046","2906"
"1046","1957"
"1046","823"
"1046","1984"
"1046","2507"
"1046","1753"
"1047","2614"
"1047","3418"
"1048","1588"
"1048","374"
"1049","51"
"1049","2952"
"1049","602"
"1049","2946"
"1049","1475"
"1049","2148"
"1049","625"
"1049","645"
"1049","3018"
"1049","1637"
"1049","2496"
"1049","3082"
"1049","2020"
"1049","1298"
"1049","2344"
"1050","506"
"1050","1794"
"1050","2571"
"1050","2845"
"1050","816"
"1050","2781"
"1051","44"
"1051","2685"
"1051","413"
"1051","2773"
"1051","527"
"1051","574"
"1051","2266"
"1051","1735"
"1051","802"
"1051","3493"
"1051","2887"
"1051","1862"
"1052","1193"
"1052","524"
"1052","3298"
"1053","2846"
"1053","1908"
"1053","660"
"1053","1033"
"1053","609"
"1053","641"
"1053","1611"
"1053","658"
"1053","2219"
"1053","2842"
"1053","1452"
"1053","513"
"1053","2262"
"1053","3347"
"1053","1930"
"1053","2578"
"1053","575"
"1053","603"
"1053","2695"
"1053","1101"
"1053","3206"
"1053","2991"
"1053","2751"
"1053","3292"
"1053","2829"
"1053","2949"
"1053","2972"
"1053","3450"
"1053","2683"
"1053","1521"
"1053","2366"
"1053","2433"
"1053","2893"
"1053","3125"
"1053","1224"
"1053","1192"
"1053","1424"
"1053","1735"
"1053","2455"
"1053","2250"
"1053","2537"
"1053","1297"
"1054","2111"
"1054","179"
"1054","738"
"1054","3328"
"1054","1426"
"1055","2364"
"1055","2647"
"1055","2940"
"1055","2183"
"1055","2204"
"1055","611"
"1055","2191"
"1055","3149"
"1055","2639"
"1055","2695"
"1055","1772"
"1055","2420"
"1055","1277"
"1055","615"
"1055","603"
"1055","2279"
"1055","621"
"1055","65"
"1055","2435"
"1055","2864"
"1055","628"
"1055","11"
"1055","1460"
"1055","3228"
"1055","3434"
"1055","612"
"1055","2486"
"1055","2389"
"1055","629"
"1055","3259"
"1055","280"
"1055","2997"
"1055","1406"
"1055","2801"
"1055","3401"
"1055","3108"
"1055","1452"
"1055","2112"
"1055","3185"
"1055","3216"
"1055","1609"
"1055","2943"
"1055","507"
"1055","1045"
"1055","1740"
"1055","2517"
"1055","1682"
"1055","2185"
"1055","2456"
"1055","3065"
"1055","1976"
"1055","618"
"1055","1495"
"1055","75"
"1055","644"
"1055","2392"
"1055","3290"
"1055","2063"
"1055","1254"
"1055","1320"
"1055","3486"
"1055","510"
"1055","1657"
"1055","2815"
"1055","439"
"1055","940"
"1055","2201"
"1055","163"
"1055","3456"
"1055","2849"
"1055","2530"
"1055","2101"
"1055","754"
"1055","3106"
"1055","2686"
"1055","1271"
"1055","606"
"1055","1200"
"1055","892"
"1055","650"
"1055","1238"
"1055","3261"
"1055","1972"
"1055","2430"
"1055","2027"
"1055","2244"
"1055","2644"
"1056","2774"
"1056","2029"
"1056","2639"
"1056","611"
"1056","2668"
"1056","616"
"1056","2495"
"1056","2065"
"1056","2848"
"1056","2647"
"1057","111"
"1057","2957"
"1057","141"
"1057","574"
"1057","2721"
"1057","237"
"1057","893"
"1057","658"
"1057","3349"
"1057","3294"
"1057","3271"
"1057","1229"
"1057","1019"
"1057","1885"
"1057","985"
"1057","2184"
"1057","3246"
"1057","513"
"1057","529"
"1057","2523"
"1057","2014"
"1057","3087"
"1057","1059"
"1057","1435"
"1057","3264"
"1057","3031"
"1057","3288"
"1058","1540"
"1058","1884"
"1058","3510"
"1058","854"
"1058","961"
"1058","1207"
"1058","2615"
"1058","2387"
"1058","785"
"1058","1471"
"1058","2809"
"1058","1851"
"1058","2402"
"1059","237"
"1059","2586"
"1059","2733"
"1059","1057"
"1059","2545"
"1059","2434"
"1059","2957"
"1059","2686"
"1060","1482"
"1060","617"
"1060","1552"
"1060","1075"
"1060","1306"
"1060","2872"
"1060","965"
"1060","2613"
"1060","1875"
"1060","3033"
"1061","541"
"1061","2982"
"1061","1970"
"1061","1875"
"1061","140"
"1061","2132"
"1061","642"
"1061","2834"
"1061","233"
"1061","443"
"1061","481"
"1061","623"
"1061","2660"
"1061","538"
"1061","2134"
"1061","2346"
"1061","1912"
"1061","3319"
"1061","2244"
"1061","1679"
"1061","1864"
"1061","1262"
"1061","1212"
"1061","606"
"1061","615"
"1061","2293"
"1061","2422"
"1061","2921"
"1061","3199"
"1061","3186"
"1061","2124"
"1061","2720"
"1061","665"
"1061","2049"
"1061","638"
"1061","1645"
"1061","2487"
"1061","2503"
"1061","2994"
"1061","3289"
"1061","1504"
"1061","2465"
"1061","1754"
"1061","3284"
"1061","1553"
"1061","2568"
"1061","2000"
"1061","2580"
"1061","2784"
"1062","10"
"1062","2759"
"1062","1665"
"1062","3090"
"1062","781"
"1062","2528"
"1062","2638"
"1062","354"
"1062","1924"
"1062","3010"
"1062","1773"
"1062","3327"
"1063","1693"
"1063","2048"
"1063","2872"
"1063","677"
"1063","2442"
"1063","3283"
"1063","3041"
"1063","2984"
"1063","2956"
"1063","3425"
"1063","1858"
"1063","1046"
"1063","2161"
"1063","614"
"1063","2624"
"1063","2563"
"1063","639"
"1063","2952"
"1063","2432"
"1063","3328"
"1063","608"
"1063","637"
"1063","2507"
"1063","2030"
"1063","2517"
"1063","2078"
"1063","823"
"1063","246"
"1063","3434"
"1063","3510"
"1063","2678"
"1063","1725"
"1063","619"
"1063","527"
"1063","268"
"1063","3082"
"1063","1609"
"1063","2943"
"1063","507"
"1063","1045"
"1063","1740"
"1063","603"
"1063","2647"
"1063","2191"
"1063","2639"
"1063","2420"
"1063","1055"
"1063","3108"
"1063","1452"
"1063","2279"
"1063","621"
"1063","65"
"1063","2112"
"1063","2864"
"1063","2183"
"1063","3185"
"1063","1682"
"1063","2185"
"1063","611"
"1063","2456"
"1063","3065"
"1063","3149"
"1063","2940"
"1063","3216"
"1063","628"
"1063","618"
"1063","620"
"1063","1277"
"1063","2389"
"1063","670"
"1063","2364"
"1063","554"
"1063","2204"
"1063","1637"
"1063","617"
"1063","1332"
"1063","641"
"1063","3511"
"1063","2486"
"1063","2067"
"1063","2233"
"1063","1594"
"1063","1864"
"1063","1679"
"1063","539"
"1063","3451"
"1063","2858"
"1063","429"
"1063","2912"
"1063","2695"
"1063","1960"
"1063","2144"
"1063","2524"
"1063","3500"
"1063","629"
"1063","2251"
"1063","2110"
"1063","1108"
"1063","3320"
"1064","471"
"1064","2759"
"1064","2122"
"1064","2983"
"1065","1924"
"1065","1189"
"1066","1646"
"1066","1756"
"1066","85"
"1066","214"
"1066","3210"
"1067","1321"
"1067","345"
"1067","2767"
"1067","2012"
"1067","415"
"1067","1370"
"1067","2664"
"1067","259"
"1067","267"
"1067","2997"
"1067","2448"
"1067","3128"
"1067","663"
"1067","1545"
"1067","1942"
"1067","3020"
"1067","2269"
"1067","3465"
"1068","3366"
"1068","2244"
"1068","2008"
"1069","1614"
"1069","2161"
"1069","1518"
"1069","2871"
"1069","1540"
"1069","1714"
"1069","946"
"1069","304"
"1069","2614"
"1069","2763"
"1069","799"
"1069","1193"
"1069","1143"
"1069","524"
"1070","2228"
"1070","2104"
"1070","2563"
"1070","3463"
"1070","3297"
"1070","3348"
"1070","1478"
"1070","1846"
"1070","3040"
"1070","3430"
"1071","802"
"1071","538"
"1072","2181"
"1073","479"
"1073","658"
"1073","2810"
"1073","3349"
"1074","2172"
"1074","2000"
"1074","688"
"1074","782"
"1074","2160"
"1074","2949"
"1074","2570"
"1074","1147"
"1074","2815"
"1074","2542"
"1075","1060"
"1075","1306"
"1075","1482"
"1075","2872"
"1075","965"
"1075","2613"
"1075","617"
"1075","1552"
"1076","1685"
"1077","282"
"1077","193"
"1077","2130"
"1077","2489"
"1077","638"
"1077","2810"
"1077","3339"
"1077","541"
"1077","1875"
"1077","622"
"1077","2805"
"1077","3271"
"1077","2766"
"1077","2519"
"1078","325"
"1078","1023"
"1078","3179"
"1078","2422"
"1078","1470"
"1079","606"
"1079","782"
"1079","3286"
"1079","2000"
"1079","2252"
"1079","2669"
"1079","3145"
"1079","2136"
"1079","2160"
"1080","176"
"1080","451"
"1080","1107"
"1081","2763"
"1081","2037"
"1081","1713"
"1081","1115"
"1081","2821"
"1082","1334"
"1082","957"
"1083","654"
"1083","3228"
"1084","1563"
"1084","1183"
"1084","79"
"1084","239"
"1084","3210"
"1084","1610"
"1084","2590"
"1084","813"
"1084","2417"
"1084","2502"
"1084","3372"
"1085","2677"
"1085","3351"
"1085","220"
"1085","736"
"1085","1500"
"1085","44"
"1085","2900"
"1085","1735"
"1085","3228"
"1085","2486"
"1085","2694"
"1085","2067"
"1085","2557"
"1085","101"
"1085","1589"
"1085","2122"
"1085","2422"
"1085","2940"
"1085","2657"
"1085","1731"
"1085","2903"
"1085","2573"
"1085","2977"
"1085","3212"
"1085","3180"
"1085","3277"
"1085","552"
"1085","2094"
"1085","3069"
"1085","1835"
"1085","707"
"1085","2039"
"1085","2154"
"1085","2773"
"1085","242"
"1085","2926"
"1085","2808"
"1085","2221"
"1085","2467"
"1085","621"
"1085","1684"
"1085","2807"
"1085","3223"
"1085","2288"
"1085","2064"
"1085","2685"
"1085","1819"
"1085","2153"
"1085","1025"
"1085","1386"
"1085","2951"
"1086","3016"
"1086","2507"
"1086","896"
"1086","3044"
"1086","268"
"1086","1326"
"1086","1126"
"1086","492"
"1086","392"
"1086","1557"
"1086","2670"
"1086","1998"
"1086","2236"
"1086","2827"
"1086","1226"
"1086","2837"
"1087","25"
"1087","542"
"1087","2541"
"1088","17"
"1088","927"
"1088","362"
"1088","156"
"1088","681"
"1088","1983"
"1088","684"
"1088","2527"
"1088","1956"
"1088","1685"
"1088","1243"
"1088","722"
"1088","3003"
"1088","2040"
"1088","2375"
"1088","3423"
"1088","1312"
"1088","1575"
"1088","2090"
"1088","2655"
"1088","2055"
"1089","2759"
"1089","1835"
"1089","1691"
"1089","1025"
"1089","2725"
"1089","678"
"1089","2669"
"1089","2815"
"1090","40"
"1090","2211"
"1090","1622"
"1090","2787"
"1091","785"
"1091","143"
"1091","1590"
"1091","1143"
"1091","2161"
"1091","1311"
"1091","251"
"1091","2111"
"1091","1851"
"1091","2963"
"1091","837"
"1091","1506"
"1091","1561"
"1091","3137"
"1092","718"
"1093","2524"
"1093","2180"
"1093","614"
"1093","3510"
"1093","2493"
"1093","3119"
"1093","2045"
"1093","2435"
"1094","1029"
"1094","2709"
"1094","1442"
"1094","1144"
"1095","1475"
"1095","2785"
"1095","602"
"1095","1879"
"1095","2952"
"1095","1687"
"1095","652"
"1095","2710"
"1095","2689"
"1095","2537"
"1095","2898"
"1096","2837"
"1096","2883"
"1096","2236"
"1096","2522"
"1096","2732"
"1096","2436"
"1097","281"
"1097","3137"
"1097","251"
"1097","1370"
"1097","2491"
"1098","1967"
"1098","3071"
"1098","178"
"1098","1437"
"1098","506"
"1098","267"
"1098","1685"
"1098","1660"
"1098","2724"
"1098","1392"
"1098","2546"
"1099","929"
"1100","12"
"1100","1143"
"1100","719"
"1100","1311"
"1100","909"
"1100","2070"
"1100","2082"
"1100","143"
"1100","2161"
"1100","1952"
"1100","2539"
"1100","1546"
"1100","2224"
"1100","2187"
"1101","575"
"1101","2340"
"1101","2842"
"1101","2164"
"1101","62"
"1101","1452"
"1101","2183"
"1101","3347"
"1101","2801"
"1101","1406"
"1101","2663"
"1101","574"
"1101","1053"
"1101","3450"
"1101","2683"
"1101","1521"
"1101","2366"
"1101","2433"
"1101","2893"
"1101","1224"
"1101","1735"
"1101","2455"
"1101","3358"
"1101","1780"
"1102","2133"
"1102","1217"
"1102","1385"
"1103","2973"
"1104","1835"
"1105","2642"
"1105","2023"
"1105","1843"
"1105","2619"
"1105","690"
"1105","2346"
"1105","2862"
"1105","3205"
"1105","1891"
"1105","2798"
"1105","2434"
"1106","774"
"1106","1817"
"1107","1080"
"1107","3353"
"1108","1154"
"1108","2056"
"1109","36"
"1109","859"
"1109","1624"
"1109","1749"
"1109","750"
"1109","2502"
"1109","1515"
"1109","1218"
"1109","132"
"1109","3370"
"1109","491"
"1109","2462"
"1109","168"
"1109","765"
"1109","1848"
"1109","1980"
"1109","3158"
"1109","3032"
"1109","2293"
"1109","3115"
"1110","1862"
"1110","3162"
"1110","2911"
"1110","3375"
"1110","3496"
"1110","3339"
"1110","1264"
"1110","3409"
"1111","479"
"1111","658"
"1111","2033"
"1111","3271"
"1111","638"
"1111","2489"
"1111","3087"
"1111","2400"
"1111","1431"
"1111","3096"
"1111","2183"
"1112","278"
"1113","1488"
"1114","1775"
"1114","497"
"1114","2258"
"1114","1768"
"1115","2431"
"1115","929"
"1115","1081"
"1115","2037"
"1115","1607"
"1116","227"
"1116","1483"
"1116","2420"
"1116","1691"
"1117","492"
"1117","2670"
"1117","1688"
"1117","2126"
"1117","2756"
"1117","2139"
"1117","2710"
"1117","2104"
"1117","527"
"1117","1803"
"1117","1618"
"1117","1888"
"1117","2788"
"1117","2033"
"1117","2749"
"1117","2219"
"1117","2048"
"1117","2220"
"1117","268"
"1117","2533"
"1117","2507"
"1117","1897"
"1117","3151"
"1117","2651"
"1117","1269"
"1117","2303"
"1117","1503"
"1117","653"
"1117","2538"
"1117","2827"
"1117","1557"
"1117","2166"
"1117","802"
"1117","2053"
"1117","1276"
"1117","1931"
"1117","2003"
"1117","2276"
"1117","1882"
"1117","2176"
"1117","2006"
"1118","2778"
"1119","837"
"1119","2790"
"1119","227"
"1119","1161"
"1119","2949"
"1119","3206"
"1119","1382"
"1120","2063"
"1120","2456"
"1120","603"
"1120","2634"
"1120","3388"
"1120","497"
"1120","2233"
"1120","2755"
"1120","3019"
"1120","628"
"1120","3090"
"1120","2631"
"1120","3023"
"1120","2436"
"1120","421"
"1120","2686"
"1120","485"
"1120","1330"
"1120","607"
"1120","2207"
"1120","632"
"1120","2574"
"1120","2812"
"1120","1786"
"1120","2714"
"1120","1961"
"1120","714"
"1120","1641"
"1120","2093"
"1120","2531"
"1120","2570"
"1120","1304"
"1120","2152"
"1120","2393"
"1120","2743"
"1120","2478"
"1120","2310"
"1120","2020"
"1120","2314"
"1121","253"
"1121","2814"
"1122","233"
"1122","969"
"1122","416"
"1122","1714"
"1122","2124"
"1122","418"
"1122","2753"
"1122","863"
"1122","2715"
"1122","3091"
"1122","2748"
"1122","2959"
"1122","2921"
"1123","655"
"1123","297"
"1123","2580"
"1123","2720"
"1123","2568"
"1123","2071"
"1123","1793"
"1123","731"
"1123","2039"
"1123","2524"
"1123","2924"
"1123","480"
"1123","2244"
"1123","611"
"1123","2415"
"1123","2364"
"1123","3221"
"1123","674"
"1123","2251"
"1123","2132"
"1123","3199"
"1123","1645"
"1123","3290"
"1123","2959"
"1123","1958"
"1123","2229"
"1123","1175"
"1123","2293"
"1123","2753"
"1123","1909"
"1123","2467"
"1123","2169"
"1123","2927"
"1123","1308"
"1123","3002"
"1124","2980"
"1124","534"
"1124","845"
"1124","1748"
"1124","1731"
"1124","1605"
"1124","634"
"1124","3062"
"1124","1189"
"1124","2401"
"1125","1010"
"1125","227"
"1125","1942"
"1125","92"
"1125","135"
"1125","3382"
"1125","1170"
"1125","2687"
"1125","1945"
"1125","2187"
"1125","3183"
"1125","1341"
"1125","2896"
"1125","1782"
"1125","2659"
"1125","1674"
"1125","2135"
"1126","34"
"1126","3452"
"1126","1086"
"1126","1326"
"1126","2507"
"1126","820"
"1126","1557"
"1126","2845"
"1126","2375"
"1126","2166"
"1126","3291"
"1126","2738"
"1126","2432"
"1126","2637"
"1127","1900"
"1127","3371"
"1127","2399"
"1127","3144"
"1128","1688"
"1128","767"
"1128","2651"
"1128","2776"
"1128","2166"
"1128","2670"
"1128","1269"
"1128","2790"
"1128","2845"
"1128","1824"
"1129","2782"
"1129","2241"
"1129","3512"
"1129","3481"
"1129","2242"
"1129","1681"
"1129","2482"
"1129","3337"
"1129","1579"
"1129","225"
"1129","761"
"1130","313"
"1131","1858"
"1131","2624"
"1131","2563"
"1131","527"
"1131","3425"
"1131","2698"
"1131","1346"
"1131","301"
"1131","639"
"1131","2161"
"1131","2030"
"1131","614"
"1131","2984"
"1131","2956"
"1131","2952"
"1131","1879"
"1131","3391"
"1131","2299"
"1131","2398"
"1131","2297"
"1131","114"
"1131","636"
"1131","316"
"1131","394"
"1131","380"
"1131","1340"
"1131","612"
"1131","2486"
"1131","2389"
"1131","1719"
"1131","738"
"1131","1180"
"1131","645"
"1131","2183"
"1131","1725"
"1131","514"
"1131","2872"
"1131","2619"
"1131","2456"
"1131","2187"
"1131","1609"
"1131","1303"
"1131","2399"
"1131","617"
"1131","820"
"1131","3078"
"1131","658"
"1131","565"
"1131","385"
"1131","549"
"1131","677"
"1131","626"
"1131","2595"
"1131","2712"
"1131","3516"
"1131","3082"
"1131","3024"
"1131","3361"
"1131","3393"
"1131","2722"
"1131","2035"
"1131","2432"
"1131","2442"
"1131","1764"
"1131","2479"
"1131","2667"
"1132","510"
"1132","77"
"1132","2997"
"1132","611"
"1132","280"
"1132","177"
"1132","2204"
"1132","1326"
"1132","439"
"1132","2639"
"1132","2647"
"1132","3411"
"1132","2096"
"1132","1657"
"1132","2815"
"1132","998"
"1132","1254"
"1132","3290"
"1132","2183"
"1132","2201"
"1132","2389"
"1132","644"
"1132","2528"
"1132","3449"
"1132","1495"
"1132","1895"
"1132","2517"
"1132","497"
"1132","1662"
"1133","943"
"1133","2910"
"1133","2425"
"1134","819"
"1134","2388"
"1134","3033"
"1135","2116"
"1135","478"
"1135","1461"
"1136","188"
"1136","270"
"1136","311"
"1136","521"
"1136","3348"
"1136","791"
"1136","2615"
"1136","2048"
"1137","1986"
"1137","3296"
"1137","504"
"1137","586"
"1137","3148"
"1137","3491"
"1137","941"
"1137","1569"
"1138","1003"
"1138","252"
"1138","3130"
"1138","2830"
"1138","2746"
"1138","152"
"1138","2687"
"1138","3284"
"1138","174"
"1138","2801"
"1138","3465"
"1138","267"
"1138","2829"
"1138","2448"
"1138","3381"
"1138","1816"
"1138","2961"
"1138","2589"
"1138","2617"
"1138","1545"
"1138","3515"
"1138","1897"
"1139","641"
"1139","123"
"1139","340"
"1139","1240"
"1139","592"
"1139","3352"
"1139","1717"
"1139","1793"
"1139","3490"
"1139","1645"
"1139","776"
"1139","1375"
"1139","2300"
"1139","3474"
"1139","3221"
"1139","3346"
"1140","2016"
"1141","986"
"1141","2353"
"1141","2789"
"1142","2929"
"1142","2711"
"1142","3094"
"1142","846"
"1142","1268"
"1142","3098"
"1143","1100"
"1143","12"
"1143","719"
"1143","1311"
"1143","785"
"1143","1091"
"1143","143"
"1143","1590"
"1143","428"
"1143","2161"
"1143","2663"
"1143","2447"
"1143","251"
"1143","2111"
"1143","1851"
"1143","1069"
"1143","2963"
"1143","837"
"1143","1506"
"1143","1561"
"1143","3137"
"1143","3479"
"1143","1546"
"1143","2539"
"1143","2187"
"1143","3031"
"1144","442"
"1144","443"
"1144","3040"
"1144","2290"
"1144","609"
"1144","679"
"1144","675"
"1144","3009"
"1144","697"
"1144","2118"
"1144","744"
"1144","765"
"1144","1094"
"1144","2709"
"1144","1657"
"1144","2293"
"1144","3360"
"1144","2022"
"1144","2491"
"1144","2145"
"1145","2540"
"1145","1522"
"1145","1608"
"1146","88"
"1146","2170"
"1146","2821"
"1146","1171"
"1146","2103"
"1146","1922"
"1147","245"
"1147","365"
"1147","2026"
"1147","1074"
"1147","782"
"1147","2815"
"1147","2542"
"1147","2000"
"1147","1351"
"1147","2780"
"1147","1799"
"1147","3372"
"1148","2620"
"1148","724"
"1148","1370"
"1149","1870"
"1149","443"
"1149","643"
"1149","1432"
"1149","2601"
"1149","1392"
"1149","1886"
"1149","2053"
"1150","3018"
"1150","80"
"1150","2749"
"1150","2946"
"1150","2219"
"1150","2479"
"1150","2322"
"1150","2139"
"1150","2279"
"1150","630"
"1150","2250"
"1150","2476"
"1150","813"
"1150","379"
"1150","1778"
"1150","369"
"1150","527"
"1150","624"
"1150","502"
"1150","802"
"1150","905"
"1150","1792"
"1150","2178"
"1150","3283"
"1150","3079"
"1151","2678"
"1151","2799"
"1151","2215"
"1151","2932"
"1151","61"
"1151","647"
"1151","3425"
"1151","2946"
"1151","1858"
"1151","1339"
"1151","630"
"1151","2442"
"1151","2925"
"1151","2377"
"1151","2975"
"1151","619"
"1151","1693"
"1152","2714"
"1152","3228"
"1152","2695"
"1153","153"
"1154","1108"
"1154","2056"
"1154","1443"
"1154","2099"
"1154","676"
"1154","3122"
"1155","3504"
"1155","556"
"1155","558"
"1155","1330"
"1155","717"
"1155","703"
"1155","1994"
"1155","819"
"1156","286"
"1156","1790"
"1157","2162"
"1157","2095"
"1158","383"
"1159","209"
"1159","7"
"1159","2329"
"1159","2045"
"1160","148"
"1161","36"
"1161","945"
"1161","227"
"1161","1119"
"1161","837"
"1161","556"
"1161","3504"
"1161","1781"
"1162","2281"
"1162","2183"
"1162","1924"
"1162","3154"
"1162","2185"
"1162","2071"
"1162","2583"
"1162","1272"
"1162","3022"
"1163","359"
"1163","621"
"1163","1236"
"1163","680"
"1163","2486"
"1163","3023"
"1164","1725"
"1164","2786"
"1164","3339"
"1164","2188"
"1164","3181"
"1164","3044"
"1164","78"
"1164","1891"
"1164","658"
"1164","2780"
"1164","3198"
"1164","120"
"1164","981"
"1164","2335"
"1164","3060"
"1164","2807"
"1164","2112"
"1164","380"
"1164","3108"
"1164","217"
"1164","2005"
"1164","368"
"1164","2760"
"1164","2222"
"1164","1401"
"1164","1907"
"1164","479"
"1164","2033"
"1164","2810"
"1164","619"
"1164","621"
"1164","634"
"1164","725"
"1164","794"
"1164","3426"
"1164","3497"
"1164","2219"
"1164","2529"
"1164","2308"
"1164","1998"
"1164","2067"
"1164","2730"
"1164","1189"
"1164","2207"
"1164","2399"
"1164","2796"
"1164","3003"
"1164","1729"
"1164","1464"
"1164","3064"
"1164","2066"
"1164","2759"
"1164","3133"
"1164","3149"
"1164","1868"
"1165","807"
"1165","2130"
"1165","193"
"1165","3475"
"1165","3467"
"1165","3356"
"1165","645"
"1165","1754"
"1165","1862"
"1166","2720"
"1166","522"
"1166","1396"
"1166","2959"
"1166","1560"
"1167","1655"
"1167","23"
"1167","1713"
"1167","2070"
"1167","2767"
"1167","346"
"1167","2366"
"1167","2012"
"1167","523"
"1167","697"
"1167","3040"
"1167","1904"
"1167","2462"
"1167","1754"
"1167","3161"
"1168","2007"
"1168","1555"
"1168","1675"
"1168","2097"
"1168","1602"
"1168","2833"
"1168","747"
"1169","1839"
"1169","3329"
"1169","1975"
"1169","1341"
"1169","1674"
"1169","2793"
"1169","1297"
"1169","2751"
"1169","3125"
"1169","1753"
"1170","351"
"1170","1820"
"1170","1125"
"1170","3057"
"1170","3011"
"1170","2890"
"1170","2880"
"1170","2855"
"1170","2187"
"1171","88"
"1171","1146"
"1171","2170"
"1171","2821"
"1172","3207"
"1172","2012"
"1173","707"
"1173","3043"
"1173","585"
"1174","2772"
"1174","474"
"1174","380"
"1174","2398"
"1174","2872"
"1174","301"
"1174","823"
"1174","3391"
"1174","639"
"1174","465"
"1174","1597"
"1174","637"
"1174","608"
"1174","137"
"1174","1856"
"1174","501"
"1174","2563"
"1174","1242"
"1174","2950"
"1174","1344"
"1174","2698"
"1174","114"
"1174","1183"
"1174","1563"
"1174","2341"
"1174","2651"
"1174","2879"
"1174","3297"
"1174","3348"
"1174","1377"
"1174","2502"
"1174","1780"
"1174","2091"
"1174","2659"
"1174","696"
"1174","667"
"1174","330"
"1174","1848"
"1174","716"
"1174","3398"
"1174","636"
"1174","2590"
"1174","1728"
"1174","3193"
"1174","1722"
"1174","2215"
"1174","2956"
"1175","2244"
"1175","2994"
"1175","2568"
"1175","3245"
"1175","3366"
"1175","642"
"1175","2132"
"1175","1909"
"1175","697"
"1175","1123"
"1175","3186"
"1175","2925"
"1175","3363"
"1175","1958"
"1175","1308"
"1175","2983"
"1175","2924"
"1175","2444"
"1175","3103"
"1176","1461"
"1177","539"
"1177","701"
"1177","802"
"1177","835"
"1178","2687"
"1178","1627"
"1179","959"
"1179","903"
"1179","1195"
"1179","3451"
"1179","216"
"1179","1359"
"1179","2731"
"1179","2964"
"1179","2337"
"1179","1688"
"1179","2952"
"1179","2710"
"1179","3434"
"1179","2169"
"1179","268"
"1179","1911"
"1179","658"
"1180","2772"
"1180","137"
"1180","2872"
"1180","114"
"1180","1346"
"1180","317"
"1180","2830"
"1180","252"
"1180","3130"
"1180","2104"
"1180","465"
"1180","301"
"1180","501"
"1180","2619"
"1180","639"
"1180","3391"
"1180","1609"
"1180","2222"
"1180","316"
"1180","3425"
"1180","2297"
"1180","636"
"1180","380"
"1180","1340"
"1180","2398"
"1180","2161"
"1180","2486"
"1180","612"
"1180","2063"
"1180","645"
"1180","603"
"1180","1879"
"1180","527"
"1180","1719"
"1180","2030"
"1180","2389"
"1180","2183"
"1180","1725"
"1180","2952"
"1180","2698"
"1180","514"
"1180","3185"
"1180","1303"
"1180","2456"
"1180","738"
"1180","1637"
"1180","1858"
"1180","2624"
"1180","2563"
"1180","614"
"1180","2984"
"1180","2956"
"1180","2299"
"1180","394"
"1180","1131"
"1180","2187"
"1180","667"
"1180","2078"
"1180","2829"
"1180","246"
"1180","391"
"1180","237"
"1180","457"
"1180","637"
"1180","2533"
"1180","2968"
"1180","1528"
"1180","1891"
"1180","57"
"1180","87"
"1180","407"
"1180","3337"
"1180","3481"
"1180","1579"
"1180","3512"
"1180","2241"
"1180","2782"
"1180","2139"
"1180","837"
"1180","241"
"1180","2697"
"1180","243"
"1180","918"
"1180","3103"
"1180","1309"
"1180","915"
"1180","1405"
"1180","1015"
"1180","1414"
"1180","3298"
"1180","1590"
"1180","810"
"1180","2884"
"1180","2686"
"1180","2950"
"1180","3202"
"1180","2796"
"1180","2286"
"1180","2558"
"1180","2649"
"1180","1874"
"1180","2108"
"1180","3301"
"1181","2831"
"1182","1704"
"1182","2283"
"1182","2577"
"1183","1563"
"1183","79"
"1183","1084"
"1183","239"
"1183","2431"
"1183","3424"
"1183","3201"
"1183","2141"
"1183","520"
"1183","1174"
"1184","3313"
"1184","917"
