Id,Label,timeset,dept_rank,cip_category,total_deflated_dollar_2010,citations,y_05,cd,pageranks
2065,,,NA,Biology,NA,5830,1980,1,0.00013
2066,,,18,Biology,66126712,9228,1990,1,0.00013
2067,,,12,Medical,1553975,19949,1985,1,0.000787
2068,,,36,Medical,NA,17650,1975,1,0.00013
2069,,,46,Biology,NA,2931,1995,1,0.00013
2070,,,NA,Medical,3370304,7193,1995,1,0.000481
2071,,,2,Medical,NA,20460,1990,1,0.00013
2072,,,NA,Biology,NA,3224,2000,1,0.00013
2073,,,22,Biology,NA,2864,2000,0,0.00013
2074,,,7,Biology,410205,4782,1975,0,0.00013
2075,,,NA,Biology,17554151,24613,1980,0,0.00013
2076,,,NA,Medical,6674049,12660,1990,1,0.00013
2077,,,8,Medical,NA,6793,1975,1,0.00013
2078,,,22,Biology,9575435,12803,1990,1,0.00073
2079,,,NA,Biology,48442831,1312,1995,1,0.00013
2080,,,39,Biology,2714228,1431,1990,1,0.00013
2081,,,NA,Medical,NA,4176,1990,1,0.00013
2082,,,NA,Biology,1154281,6168,2005,1,0.000481
2083,,,39,Biology,NA,3664,1990,1,0.00013
2084,,,5,Biology,NA,16047,1975,1,0.008687
2085,,,7,Biology,NA,11700,1990,1,0.00013
2086,,,84,Medical,NA,1810,1985,0,0.00013
2087,,,81,Biology,2234116,11582,1990,1,0.000459
2088,,,NA,Biology,NA,17417,1985,1,0.000409
2089,,,NA,Medical,3861302,2579,1995,1,0.00013
2090,,,NA,Medical,NA,4042,1985,1,0.00013
2091,,,16,Biology,66522,4829,1985,1,0.00013
2092,,,3,Medical,3853116,6254,1995,1,0.000409
2093,,,6,Biology,3730899,5366,1990,1,0.000473
2094,,,65,Medical,NA,3761,1980,1,0.00013
2095,,,366,Biology,NA,6023,1995,1,0.00013
2096,,,NA,Biology,322531,10516,1990,1,0.00013
2097,,,38,Medical,NA,15839,1990,1,0.00013
2098,,,NA,Biology,1282862,2479,1985,1,0.00013
2099,,,NA,Medical,111904,2037,2000,1,0.000599
2100,,,NA,Biology,NA,11706,1990,1,0.00013
2101,,,106,Biology,5016293,7174,1990,1,0.000325
2102,,,56,Medical,NA,2527,1980,1,0.00013
2103,,,11,Biology,NA,17830,1985,1,0.00013
2104,,,6,Biology,NA,14696,1990,1,0.00013
2105,,,NA,Biology,NA,3700,1985,1,0.000409
2106,,,6,Biology,NA,9085,1975,1,0.00013
2107,,,13,Biology,6902253,37964,1985,1,0.00013
2108,,,22,Biology,NA,12044,1995,1,0.00013
2109,,,24,Medical,46978,3031,1980,1,0.00013
2110,,,23,Biology,NA,7926,1985,1,0.000305
2111,,,1,Biology,2871525,30260,1990,1,0.000611
2112,,,38,Biology,NA,14983,1985,1,0.000872
2113,,,NA,Biology,NA,4442,1990,1,0.00013
2114,,,NA,Biology,NA,3863,1970,0,0.00013
2115,,,84,Medical,NA,2233,2000,1,0.00013
2116,,,52,Medical,276921,1265,2000,1,0.00013
2117,,,NA,Medical,NA,2914,1990,1,0.00013
2118,,,13,Medical,NA,21963,1985,1,0.00013
2119,,,NA,Biology,16268671,43096,1970,1,0.00013
2120,,,190,Biology,NA,3998,1995,1,0.00013
2121,,,22,Biology,NA,14965,1995,1,0.000325
2122,,,NA,Biology,NA,14479,2000,1,0.000372
2123,,,43,Medical,432714,6621,1995,1,0.00013
2124,,,NA,Medical,3690411,5550,1990,1,0.00013
2125,,,38,Medical,3097641,5095,1970,1,0.00013
2126,,,NA,Biology,465094,13856,1985,1,0.000404
2127,,,NA,Medical,NA,8228,1990,1,0.000414
2128,,,NA,Biology,NA,2586,1985,1,0.00013
2129,,,142,Biology,2393252,37881,1975,1,0.00013
2130,,,NA,Medical,6142315,12253,1980,1,0.000438
2131,,,131,Biology,686669,12636,1980,0,0.00013
2132,,,13,Medical,NA,42174,1975,1,0.000615
2133,,,NA,Technology,1826278,5056,1995,1,0.000353
2134,,,13,Medical,NA,1935,1985,1,0.00013
2135,,,36,Medical,28373559,46346,1970,1,0.000353
2136,,,NA,Biology,NA,4000,1980,1,0.00013
2137,,,85,Biology,1829066,8197,1975,1,0.00013
2138,,,23,Biology,NA,4215,1995,1,0.00013
2139,,,17,Biology,131459,21800,1995,1,0.000539
2140,,,36,Biology,786009,23027,1980,1,0.00013
2141,,,16,Biology,NA,14691,1985,1,0.00013
2142,,,NA,Biology,NA,9094,1980,0,0.00013
2143,,,1,Biology,NA,6895,2000,1,0.00013
2144,,,NA,Biology,NA,5757,1990,1,0.000494
2145,,,13,Medical,6024597,7972,1970,1,0.00013
2146,,,43,Medical,NA,13922,1980,1,0.00013
2147,,,12,Biology,NA,13577,1980,1,0.00013
2148,,,178,Biology,NA,6910,1990,1,0.00013
2149,,,33,Biology,3009661,4780,1985,1,0.00013
2150,,,NA,Biology,720410,2129,2000,1,0.00013
2151,,,NA,Biology,923238,23372,1985,1,0.00013
2152,,,23,Biology,NA,23966,1990,1,0.00013
2153,,,NA,Biology,NA,3112,2000,1,0.00013
2154,,,21,Biology,NA,4960,1980,1,0.00013
2155,,,NA,Medical,5687019,9561,1990,1,0.000414
2156,,,NA,Biology,3242414,3060,1970,1,0.00013
2157,,,38,Medical,NA,1864,1980,1,0.00013
2158,,,112,Biology,252391,7735,1975,1,0.000458
2159,,,39,Biology,264810,18397,1975,1,0.00013
2160,,,36,Medical,3481305,12201,1975,1,0.000361
2161,,,1,Medical,3156454,68451,1990,1,0.000696
2162,,,366,Biology,NA,5155,1975,0,0.00013
2163,,,NA,Medical,NA,12689,1975,1,0.000409
2164,,,2,Medical,NA,5740,1980,1,0.00013
2165,,,152,Biology,NA,2185,1990,1,0.00013
2166,,,22,Biology,NA,10079,1985,1,0.000647
2167,,,NA,Biology,NA,32162,1970,1,0.000733
2168,,,169,Biology,2146828,22981,1975,1,0.000557
2169,,,48,Medical,NA,11862,1985,1,0.00013
2170,,,3,Medical,NA,6688,1970,1,0.00013
2171,,,NA,Biology,NA,11292,1990,1,0.00013
2172,,,NA,Biology,100639842,15173,1980,1,0.00013
2173,,,96,Biology,NA,14651,1975,1,0.00013
2174,,,NA,Biology,NA,9002,1975,1,0.00013
2175,,,12,Medical,NA,7938,1980,1,0.00013
2176,,,12,Medical,NA,3780,1985,1,0.000404
2177,,,111,Biology,NA,12870,1980,1,0.00013
2178,,,16,Biology,NA,15926,1980,1,0.00013
2179,,,NA,Biology,NA,10025,1990,1,0.000599
2180,,,41,Biology,19798427,15166,1975,1,0.000514
2181,,,13,Medical,NA,11797,1975,1,0.00013
2182,,,16,Technology,1845791,2824,1975,1,0.00013
2183,,,2,Medical,16014375,23875,1980,1,0.001061
2184,,,16,Biology,NA,24229,1980,1,0.00013
2185,,,99,Biology,NA,25497,1985,1,0.000671
2186,,,NA,Biology,NA,6300,1990,1,0.00013
2187,,,NA,Medical,NA,13928,1990,1,0.000331
2188,,,NA,Medical,NA,8613,1980,1,0.000409
2189,,,105,Medical,1962284,2665,1985,1,0.00013
2190,,,3,Medical,NA,1858,2000,1,0.00013
2191,,,NA,Biology,NA,57141,1990,1,0.000872
2192,,,NA,Biology,NA,4732,1960,0,0.00013
2193,,,23,Biology,NA,30162,1980,1,0.00013
2194,,,22,Medical,NA,3174,1990,1,0.00013
2195,,,53,Biology,737400,15487,1980,1,0.00013
2196,,,6,Biology,NA,16584,1980,1,0.00013
2197,,,NA,Biology,416574,12499,1975,1,0.00013
2198,,,NA,Biology,NA,4737,1995,1,0.00013
2199,,,12,Medical,199639,4082,1985,1,0.00013
2200,,,18,Biology,29949938,11755,1975,1,0.00013
2201,,,13,Biology,NA,16769,1980,1,0.00013
2202,,,NA,Biology,351426,5464,1995,1,0.00051
2203,,,NA,Biology,956213,5053,1990,1,0.00013
2204,,,NA,Biology,NA,30069,1975,1,0.000702
2205,,,NA,Biology,NA,3249,1990,0,0.00013
2206,,,NA,Technology,4982691,8515,1990,1,0.00013
2207,,,99,Biology,490314,25954,1980,1,0.000325
2208,,,NA,Biology,20189627,13437,1980,1,0.00013
2209,,,NA,Medical,NA,3583,1990,0,0.00013
2210,,,23,Biology,1736285,8357,1985,1,0.00013
2211,,,142,Biology,5710184,1953,1995,1,0.00013
2212,,,51,Biology,NA,26206,1985,1,0.000813
2213,,,8,Biology,NA,7592,1990,0,0.00013
2214,,,NA,Medical,56121,16544,1985,1,0.00013
2215,,,285,Biology,NA,18348,1975,0,0.000337
2216,,,13,Medical,NA,7130,1970,1,0.00013
2217,,,56,Medical,NA,7619,1990,1,0.00013
2218,,,13,Medical,NA,7742,1990,1,0.00013
2219,,,6,Biology,31568149,15725,1990,1,0.000422
2220,,,NA,Biology,20684465,21545,1990,1,0.00013
2221,,,70,Medical,NA,7461,1975,1,0.00013
2222,,,NA,Biology,NA,10142,1995,1,0.00066
2223,,,NA,Biology,NA,2702,1995,0,0.00013
2224,,,9,Technology,1243718,25424,1990,1,0.00013
2225,,,NA,Medical,NA,3937,1985,0,0.00013
2226,,,48,Medical,NA,9993,1970,1,0.00013
2227,,,43,Medical,4935973,5553,1985,1,0.00013
2228,,,NA,Biology,NA,19361,1980,1,0.00013
2229,,,27,Medical,63589,15136,1990,1,0.00013
2230,,,12,Medical,NA,2566,1990,1,0.00013
2231,,,NA,Medical,4164564,2048,2000,1,0.00013
2232,,,90,Biology,NA,3056,1995,1,0.00013
2233,,,6,Biology,NA,28702,1985,1,0.000305
2234,,,16,Biology,NA,5552,1990,1,0.00013
2235,,,96,Biology,426251,16640,1985,1,0.000409
2236,,,NA,Medical,NA,26822,1980,1,0.000325
2237,,,72,Medical,NA,4107,1985,1,0.00013
2238,,,62,Biology,NA,2966,1965,1,0.00013
2239,,,NA,Biology,NA,6449,1980,1,0.00013
2240,,,NA,Biology,236736,8520,1985,1,0.000377
2241,,,43,Medical,NA,6452,1995,1,0.00013
2242,,,9,Biology,7616894,34483,1990,1,0.00013
2243,,,142,Biology,NA,16135,1990,1,0.000399
2244,,,19,Medical,NA,22865,1990,1,0.000549
2245,,,52,Medical,NA,7992,1990,1,0.00013
2246,,,13,Medical,NA,6403,1980,1,0.000599
2247,,,NA,Biology,NA,2354,1995,1,0.00013
2248,,,NA,Biology,30258875,16613,1990,1,0.000557
2249,,,NA,Biology,28041555,11308,1975,1,0.00013
2250,,,26,Biology,NA,21318,1970,1,0.00013
2251,,,NA,Medical,NA,6939,1985,1,0.000305
2252,,,22,Biology,NA,5889,2000,1,0.00013
2253,,,24,Medical,NA,4071,1980,1,0.00013
2254,,,36,Medical,NA,3217,1990,1,0.00013
2255,,,72,Medical,47387,7358,1970,1,0.00013
2256,,,8,Medical,985413,9124,1985,1,0.00013
2257,,,6,Biology,698856,5777,1975,1,0.00013
2258,,,NA,Biology,NA,6261,1995,1,0.00013
2259,,,NA,Medical,120399,2809,1980,1,0.00013
2260,,,NA,Medical,NA,2914,1985,1,0.00013
2261,,,210,Biology,9713217,5104,1980,1,0.00013
2262,,,16,Medical,NA,8058,1975,1,0.00013
2263,,,47,Biology,12244630,27015,1995,1,0.00013
2264,,,33,Biology,33372,11147,1980,0,0.00013
2265,,,NA,Biology,3484934,5889,1985,0,0.00013
2266,,,6,Biology,NA,12536,1990,1,0.00013
2267,,,9,Biology,NA,5312,1990,1,0.000337
2268,,,38,Technology,1767137,12317,1985,1,0.00013
2269,,,60,Biology,NA,6484,2000,1,0.00013
2270,,,NA,Biology,NA,13444,1985,1,0.00013
2271,,,1,Medical,NA,17735,1990,1,0.00013
2272,,,NA,Biology,NA,9913,1995,1,0.000599
2273,,,90,Biology,11830543,3964,1985,1,0.00013
2274,,,NA,Biology,NA,10200,1995,1,0.00013
2275,,,96,Biology,11431675,6505,1985,0,0.00013
2276,,,NA,Medical,68412362,16887,1990,1,0.00013
2277,,,NA,Biology,NA,11935,1980,1,0.000409
2278,,,NA,Medical,NA,370,2000,0,0.00013
2279,,,103,Biology,4105786,20941,1975,1,0.000671
2280,,,36,Biology,154555,5772,1980,0,0.00013
2281,,,57,Biology,NA,9530,1985,1,0.00013
2282,,,NA,Biology,NA,22529,1990,1,0.00013
2283,,,1,Medical,4295591,26621,1970,1,0.00013
2284,,,13,Biology,824519,8262,1970,1,0.000497
2285,,,6,Biology,NA,21638,1970,1,0.00013
2286,,,NA,Medical,NA,6023,1980,1,0.000409
2287,,,NA,Medical,2333563,28947,1985,1,0.000409
2288,,,85,Medical,NA,5453,1985,1,0.00013
2289,,,13,Biology,NA,19195,1990,1,0.00013
2290,,,NA,Biology,NA,13029,1980,1,0.00013
2291,,,NA,Medical,2757520,28572,1980,1,0.00013
2292,,,36,Medical,NA,4848,1980,1,0.00013
2293,,,13,Medical,NA,10568,1980,1,0.00013
2294,,,218,Medical,NA,6524,1980,1,0.00013
2295,,,NA,Medical,NA,1460,1990,1,0.00013
2296,,,13,Biology,7760146,2497,1990,1,0.00013
2297,,,NA,Biology,NA,4834,2000,1,0.000554
2298,,,NA,Biology,NA,3972,1985,1,0.00013
2299,,,26,Biology,NA,1395,2010,1,0.000331
2300,,,NA,Medical,NA,1339,1995,1,0.00013
2301,,,NA,Medical,NA,18190,1985,1,0.00013
2302,,,NA,Medical,NA,6152,1980,1,0.00013
2303,,,NA,Biology,NA,60301,1975,1,0.000404
2304,,,88,Biology,NA,4678,1970,1,0.00013
2305,,,43,Technology,NA,2520,1980,1,0.00013
2306,,,NA,Medical,9738785,12473,1985,1,0.000482
2307,,,NA,Biology,NA,10454,1970,1,0.00013
2308,,,NA,Medical,NA,17977,1975,1,0.00013
2309,,,NA,Biology,299471,16094,1975,1,0.00013
2310,,,NA,Biology,14091398,13603,1985,1,0.00013
2311,,,NA,Biology,14354472,15242,1965,1,0.00013
2312,,,NA,Medical,472022,2817,1970,1,0.00013
2313,,,NA,Biology,NA,13811,1970,1,0.00013
2314,,,NA,Biology,NA,5165,1980,1,0.00013
2315,,,6,Medical,NA,6756,1970,1,0.00013
2316,,,NA,Biology,NA,17353,1995,1,0.00013
2317,,,NA,Medical,NA,5963,1980,1,0.00013
2318,,,NA,Biology,NA,3024,1985,0,0.00013
2319,,,NA,Biology,NA,19463,1995,1,0.00013
2320,,,NA,Biology,8769722,4874,1995,1,0.000372
2321,,,NA,Medical,2399611,6945,1995,1,0.00013
2322,,,NA,Medical,1273269,17175,1985,1,0.00013
2323,,,8,Medical,NA,2474,2000,1,0.00013
2324,,,30,Medical,671793,10972,1965,1,0.00013
2325,,,62,Biology,3490490,4914,1980,1,0.00013
2326,,,NA,Biology,NA,6918,1980,1,0.00013
2327,,,90,Medical,NA,6518,1975,1,0.00013
2328,,,NA,Biology,NA,497,2000,1,0.000409
2329,,,12,Medical,20255,9782,1965,1,0.00013
2330,,,43,Medical,NA,206,1995,1,0.00013
2331,,,NA,Medical,NA,8370,1985,1,0.00013
2332,,,NA,Medical,NA,3451,1980,1,0.00013
2333,,,308,Biology,NA,4473,1975,1,0.00013
2334,,,9,Medical,NA,4124,1990,0,0.00013
2335,,,50,Medical,NA,7887,1990,1,0.00013
2336,,,49,Technology,2931227,7993,1980,1,0.00013
2337,,,NA,Biology,NA,46308,1985,1,0.000422
2338,,,50,Medical,234103,6732,1985,1,0.00013
2339,,,NA,Medical,NA,15171,2000,1,0.000409
2340,,,2,Medical,NA,10625,1980,1,0.000409
2341,,,NA,Biology,NA,6185,1985,1,0.00013
2342,,,12,Medical,NA,13563,1965,1,0.00013
2343,,,NA,Biology,NA,6765,1985,0,0.00013
2344,,,NA,Biology,909229,21436,1990,1,0.000331
2345,,,16,Medical,NA,14196,1980,1,0.00013
2346,,,13,Medical,NA,17910,1980,1,0.00013
2347,,,NA,Biology,NA,3273,1980,1,0.000318
2348,,,38,Biology,7432063,18073,1990,1,0.00013
2349,,,26,Biology,308913,2564,2000,1,0.00013
2350,,,27,Biology,17078399,9122,1990,0,0.00013
2351,,,24,Medical,NA,5015,1970,1,0.00013
2352,,,NA,Medical,NA,4695,2000,1,0.00013
2353,,,NA,Biology,5894206,9882,1980,1,0.00013
2354,,,1,Medical,NA,8631,1995,1,0.001454
2355,,,NA,Medical,NA,592,1995,0,0.00013
2356,,,NA,Medical,NA,3066,1980,1,0.00013
2357,,,1,Medical,672645,6403,1990,1,0.00013
2358,,,16,Biology,NA,14469,1985,1,0.000409
2359,,,46,Biology,NA,3370,1995,1,0.00013
2360,,,NA,Medical,NA,8298,1980,1,0.000409
2361,,,85,Biology,10381378,3867,1980,1,0.00013
2362,,,6,Biology,NA,13672,1985,1,0.00013
2363,,,13,Biology,10535990,11952,1990,1,0.00013
2364,,,NA,Biology,NA,16295,1985,1,0.000501
2365,,,48,Biology,505494,1116,1985,1,0.00013
2366,,,27,Biology,NA,32748,1980,1,0.00013
2367,,,67,Medical,1102829,9473,1980,1,0.00013
2368,,,3,Medical,NA,9918,1985,1,0.00013
2369,,,78,Medical,2623215,11445,1985,1,0.00013
2370,,,NA,Biology,11483980,19224,1980,1,0.00013
2371,,,24,Medical,NA,849,2000,0,0.00013
2372,,,45,Biology,6043695,30748,1990,1,0.000372
2373,,,NA,Biology,NA,16539,1980,1,0.00013
2374,,,78,Medical,NA,5293,1995,1,0.00013
2375,,,NA,Biology,NA,6021,1975,1,0.00013
2376,,,56,Medical,NA,2949,1985,1,0.00013
2377,,,27,Medical,5723581,44666,1980,1,0.00013
2378,,,8,Biology,NA,12822,1965,1,0.000414
2379,,,6,Biology,NA,9851,1985,1,0.000409
2380,,,131,Biology,NA,6409,1980,1,0.000353
2381,,,30,Medical,NA,2382,1995,1,0.00013
2382,,,6,Biology,23415318,16650,1985,1,0.000331
2383,,,24,Medical,NA,30869,1995,1,0.00013
2384,,,38,Medical,1882559,1436,2000,1,0.00013
2385,,,26,Biology,NA,4816,1995,1,0.00013
2386,,,78,Medical,3734340,20401,1985,1,0.00013
2387,,,3,Biology,NA,8555,1995,1,0.00013
2388,,,NA,Medical,17221902,22077,1980,1,0.00013
2389,,,NA,Biology,38770399,53703,1995,1,0.000891
2390,,,2,Medical,NA,39089,1990,1,0.00013
2391,,,62,Biology,NA,5136,1985,1,0.00013
2392,,,33,Biology,4974684,9703,1980,1,0.00013
2393,,,NA,Biology,NA,8250,1990,1,0.00013
2394,,,19,Medical,978492,15458,1985,1,0.00013
2395,,,12,Medical,NA,15150,1975,1,0.000299
2396,,,NA,Biology,NA,7813,1990,1,0.00013
2397,,,NA,Medical,NA,1104,1980,1,0.00013
2398,,,NA,Medical,NA,8522,1995,1,0.000611
2399,,,NA,Biology,28584389,7625,1975,1,0.00013
2400,,,78,Medical,NA,5045,1980,1,0.00013
2401,,,NA,Biology,NA,11096,1975,0,0.00013
2402,,,93,Biology,NA,37723,1980,1,0.00013
2403,,,NA,Medical,NA,7692,1990,1,0.00013
2404,,,190,Biology,NA,9938,2000,1,0.00013
2405,,,312,Biology,24117823,5446,1975,1,0.00013
2406,,,124,Technology,830755,1033,1985,1,0.000864
2407,,,NA,Medical,NA,6694,1990,1,0.00013
2408,,,9,Biology,NA,2504,2000,1,0.00013
2409,,,NA,Medical,16672438,20137,1985,1,0.00013
2410,,,NA,Biology,NA,30000,1970,1,0.00013
2411,,,6,Biology,NA,14124,1980,1,0.00013
2412,,,3,Biology,1130583,33609,1980,1,0.00013
2413,,,56,Medical,NA,6300,1990,1,0.00013
2414,,,9,Medical,NA,2620,1985,1,0.00013
2415,,,NA,Biology,NA,17666,1980,1,0.000409
2416,,,NA,Biology,NA,8977,1990,1,0.00013
2417,,,NA,Technology,1137400,5976,1995,1,0.00013
2418,,,1,Biology,343290,9964,1980,1,0.000409
2419,,,NA,Medical,NA,3265,1985,1,0.00013
2420,,,6,Biology,NA,28169,1985,1,0.001152
2421,,,105,Medical,4652401,13887,1985,1,0.00013
2422,,,19,Medical,NA,9410,1995,1,0.00013
2423,,,30,Medical,NA,10274,1980,1,0.000318
2424,,,NA,Biology,NA,5821,1965,1,0.00013
2425,,,57,Biology,459425,7251,1965,1,0.00013
2426,,,72,Medical,NA,851,2000,1,0.00013
2427,,,84,Medical,NA,3844,1985,1,0.00013
2428,,,57,Biology,26035663,33752,1985,1,0.000399
2429,,,NA,Medical,NA,24207,1980,1,0.00013
2430,,,52,Medical,NA,19055,1970,1,0.00013
2431,,,12,Medical,NA,13455,1985,1,0.00013
2432,,,8,Biology,NA,22695,1975,1,0.000696
2433,,,9,Technology,4328132,4790,1970,1,0.00013
2434,,,NA,Medical,NA,15372,1975,1,0.000482
2435,,,NA,Medical,NA,25199,1965,1,0.000609
2436,,,62,Biology,NA,7527,1990,1,0.00013
2437,,,NA,Biology,7833817,6662,1990,0,0.00013
2438,,,168,Medical,NA,6865,1980,1,0.00013
2439,,,NA,Biology,NA,31497,1970,1,0.00013
2440,,,NA,Biology,4483646,13281,1985,1,0.00013
2441,,,13,Biology,NA,12117,1995,1,0.00013
2442,,,NA,Biology,9527045,12088,1980,1,0.000696
2443,,,NA,Biology,NA,24570,1975,1,0.000409
2444,,,1,Medical,NA,18864,1970,1,0.00013
2445,,,2,Biology,3349445,11887,1985,0,0.00013
2446,,,NA,Medical,NA,11350,1985,1,0.000441
2447,,,NA,Biology,NA,26560,1960,1,0.00079
2448,,,8,Biology,1193210,23722,1985,1,0.000847
2449,,,NA,Medical,2200722,5124,1985,1,0.00013
2450,,,22,Medical,NA,8300,1985,1,0.00013
2451,,,24,Medical,NA,1469,2000,1,0.000399
2452,,,NA,Medical,NA,8470,1985,1,0.00013
2453,,,45,Biology,2490754,11156,1970,1,0.00013
2454,,,3,Medical,NA,9588,1995,1,0.000331
2455,,,NA,Biology,NA,22345,1980,1,0.00013
2456,,,NA,Medical,5419288,78980,1990,1,0.001268
2457,,,NA,Biology,NA,26429,1985,1,0.00013
2458,,,NA,Biology,NA,8459,1975,1,0.000409
2459,,,56,Medical,13783237,8577,1980,1,0.00013
2460,,,NA,Biology,NA,2472,2000,1,0.00013
2461,,,45,Biology,2007964,27186,1970,1,0.00013
2462,,,16,Biology,NA,6458,1990,1,0.00013
2463,,,10,Biology,NA,2338,1995,1,0.00013
2464,,,NA,Biology,NA,2114,2000,1,0.00013
2465,,,13,Medical,NA,7432,1970,1,0.00013
2466,,,NA,Biology,NA,8405,1965,0,0.00013
2467,,,22,Medical,37385249,13197,1985,1,0.000441
2468,,,111,Medical,NA,5743,1975,1,0.00013
2469,,,NA,Medical,NA,6057,1990,1,0.00013
2470,,,NA,Biology,28913330,12188,1980,1,0.00013
2471,,,18,Biology,3603508,9729,1995,0,0.00013
2472,,,16,Medical,NA,20177,1985,1,0.00013
2473,,,312,Biology,NA,5075,1975,1,0.00013
2474,,,9,Biology,NA,900,2000,1,0.00013
2475,,,2,Medical,18656119,7102,1975,1,0.000811
2476,,,6,Medical,NA,7409,1980,1,0.00013
2477,,,NA,Medical,534419,1179,2000,1,0.00013
2478,,,7,Biology,NA,19983,1975,1,0.00013
2479,,,NA,Biology,NA,5073,1990,1,0.00013
2480,,,188,Biology,46862240,7722,1980,1,0.00013
2481,,,38,Medical,NA,3582,1985,1,0.00013
2482,,,43,Medical,523621,10901,1980,1,0.00013
2483,,,NA,Medical,3556559,2842,2005,1,0.000331
2484,,,60,Medical,1604834,2042,2000,1,0.00013
2485,,,NA,Medical,NA,9535,1975,1,0.00013
2486,,,NA,Biology,20237377,25363,1990,1,0.000702
2487,,,3,Medical,1340223,5873,1970,1,0.00013
2488,,,NA,Biology,NA,30829,1975,1,0.000409
2489,,,2,Medical,NA,5265,1990,1,0.00013
2490,,,16,Medical,NA,27427,1965,1,0.00013
2491,,,190,Biology,5029389,17025,1975,1,0.00013
2492,,,NA,Biology,NA,8216,1985,1,0.00013
2493,,,112,Biology,2910542,3072,1980,1,0.00013
2494,,,175,Biology,12219907,3629,1990,1,0.00013
2495,,,NA,Medical,NA,11937,1980,1,0.00013
2496,,,9,Biology,NA,3703,1990,1,0.00013
2497,,,16,Biology,NA,4713,1990,1,0.00013
2498,,,NA,Medical,4427080,2141,2000,1,0.00013
2499,,,NA,Biology,NA,2452,1995,1,0.00013
2500,,,NA,Biology,554504,8691,1975,1,0.00013
2501,,,1,Medical,NA,2773,2000,1,0.00013
2502,,,163,Biology,NA,21285,1985,1,0.00013
2503,,,NA,Biology,50483065,17578,1990,1,0.00013
2504,,,304,Biology,NA,1952,2000,1,0.00013
2505,,,64,Biology,NA,1357,2000,1,0.00013
2506,,,NA,Biology,NA,11794,1990,1,0.00013
2507,,,NA,Biology,3873411,23234,1985,1,0.001212
2508,,,51,Biology,NA,7478,1980,1,0.00013
2509,,,67,Technology,6062731,5214,1990,1,0.00013
2510,,,85,Biology,3587651,7066,1990,1,0.00013
2511,,,247,Biology,6649803,6007,1990,1,0.00013
2512,,,9,Biology,NA,1914,2000,1,0.00013
2513,,,13,Biology,12313120,4764,1990,1,0.00013
2514,,,9,Biology,NA,1802,1990,1,0.000409
2515,,,5,Medical,6195817,16918,1990,1,0.000637
2516,,,NA,Biology,NA,10960,1990,1,0.00013
2517,,,16,Biology,NA,15970,1995,1,0.000872
2518,,,60,Medical,NA,8517,1980,1,0.00013
2519,,,96,Biology,NA,8575,1975,1,0.00013
2520,,,16,Biology,NA,21557,1990,1,0.00013
2521,,,16,Medical,11649001,10768,1990,1,0.00013
2522,,,NA,Biology,NA,6782,1995,1,0.00013
2523,,,24,Medical,NA,8774,1995,1,0.00013
2524,,,96,Biology,NA,10195,1985,1,0.000305
2525,,,33,Biology,2720671,7972,1975,1,0.00013
2526,,,99,Biology,NA,19711,1985,1,0.00013
2527,,,NA,Biology,NA,7923,1970,1,0.000409
2528,,,NA,Biology,NA,11269,1985,1,0.000611
2529,,,78,Medical,2281810,15683,1980,1,0.000318
2530,,,NA,Biology,NA,30960,1970,1,0.000372
2531,,,16,Biology,38199118,13806,1980,1,0.000473
2532,,,NA,Biology,NA,2945,2000,1,0.00013
2533,,,101,Biology,NA,21091,1985,1,0.000331
2534,,,38,Medical,145311,10549,1970,1,0.00013
2535,,,NA,Medical,NA,8594,1970,1,0.00013
2536,,,NA,Biology,NA,3745,1985,1,0.00013
2537,,,1,Biology,NA,5197,1990,1,0.00013
2538,,,2,Medical,NA,24609,1980,1,0.00013
2539,,,16,Medical,NA,322,2000,1,0.00013
2540,,,90,Biology,14719718,8248,1980,1,0.00013
2541,,,52,Medical,NA,8814,1975,1,0.00013
2542,,,99,Biology,NA,4529,1980,1,0.00013
2543,,,38,Medical,NA,27106,1970,1,0.00013
2544,,,8,Biology,NA,2832,1975,0,0.00013
2545,,,12,Medical,219324,3935,1985,1,0.00013
2546,,,9,Medical,NA,4149,2000,1,0.00013
2547,,,NA,Medical,NA,1028,2000,0,0.00013
2548,,,56,Medical,NA,7876,1990,1,0.00013
2549,,,NA,Technology,NA,5380,1990,1,0.000409
2550,,,39,Biology,NA,5937,1970,1,0.00013
2551,,,NA,Medical,NA,11601,1980,1,0.00013
2552,,,NA,Biology,NA,9953,1985,1,0.00013
2553,,,NA,Biology,NA,4626,1975,1,0.00013
2554,,,190,Biology,NA,5111,1995,1,0.000377
2555,,,155,Medical,NA,2384,1980,0,0.00013
2556,,,23,Biology,NA,5915,1975,1,0.00013
2557,,,NA,Biology,3121187,13346,1970,1,0.00013
2558,,,52,Medical,NA,4739,2000,1,0.00013
2559,,,NA,Medical,NA,5414,1985,1,0.00013
2560,,,19,Medical,119373,13038,1965,1,0.000325
2561,,,3,Biology,NA,52974,1975,1,0.00013
2562,,,NA,Biology,52434052,12399,1980,1,0.00013
2563,,,13,Medical,1570925,42168,1980,1,0.000696
2564,,,NA,Biology,NA,5799,1970,1,0.00013
2565,,,54,Biology,1918702,14591,1975,1,0.000503
2566,,,27,Biology,NA,8797,1980,1,0.00013
2567,,,65,Biology,128569,31984,1990,1,0.00013
2568,,,NA,Medical,1276281,18776,1985,1,0.00036
