"Id","cip_category","total_deflated_dollar_2010","citations","y_05","cd"
"1452","Medical",327332,1692,"2000",1
"1453","Medical",NA,458,"1990",1
"1454","Biology",NA,1293,"1995",0
"1455","Medical",NA,2586,"2000",1
"1456","Biology",NA,1966,"1995",1
"1457","Medical",195709,5906,"1995",1
"1458","Biology",NA,730,"1990",1
"1459","Medical",NA,5134,"1990",1
"1460","Biology",206559,419,"1990",0
"1461","Biology",1230984,6177,"2000",1
"1462","Biology",NA,4792,"2000",0
"1463","Medical",NA,2672,"1995",1
"1464","Medical",NA,1100,"1995",1
"1465","Biology",NA,3267,"1990",0
"1466","Biology",NA,3458,"1995",1
"1467","Medical",NA,1881,"2000",1
"1468","Biology",NA,5320,"1995",1
"1469","Biology",1341908,1422,"1990",1
"1470","Biology",NA,4379,"1990",0
"1471","Medical",NA,3326,"1995",1
"1472","Biology",NA,935,"1995",1
"1473","Biology",531098,32541,"2000",1
"1474","Biology",NA,2578,"1985",1
"1475","Medical",NA,2001,"2000",1
"1476","Medical",NA,3445,"1990",1
"1477","Biology",NA,7645,"1990",1
"1478","Biology",NA,2164,"1985",1
"1479","Biology",NA,1926,"1980",1
"1480","Biology",557190,5378,"1990",1
"1481","Biology",NA,3489,"1990",1
"1482","Biology",NA,3924,"1985",0
"1483","Medical",NA,1092,"1995",1
"1484","Biology",5831144,2212,"1990",1
"1485","Medical",NA,1251,"1995",1
"1486","Biology",NA,5843,"1990",1
"1487","Biology",NA,10341,"2000",1
"1488","Biology",NA,947,"1990",0
"1489","Biology",NA,6883,"1995",1
"1490","Medical",NA,4399,"2000",1
"1491","Medical",NA,6364,"1985",1
"1492","Biology",NA,2486,"1995",1
"1493","Medical",NA,14689,"1990",1
"1494","Biology",NA,794,"2005",1
"1495","Biology",NA,2908,"2000",1
"1496","Biology",NA,275,"2000",0
"1497","Medical",NA,1576,"1995",1
"1498","Biology",NA,5199,"1985",1
"1499","Biology",NA,5907,"1990",1
"1500","Biology",NA,6980,"1995",1
"1501","Biology",NA,2002,"1995",1
"1502","Biology",NA,1372,"2000",0
"1503","Biology",4153492,2168,"1980",1
"1504","Biology",1782326,5252,"1990",1
"1505","Biology",NA,2525,"1990",1
"1506","Biology",NA,4988,"2000",1
"1507","Biology",NA,4432,"1995",1
"1508","Medical",13193781,7176,"1995",1
"1509","Biology",NA,3617,"1990",1
"1510","Biology",NA,2118,"1995",0
"1511","Biology",NA,5774,"1995",1
"1512","Medical",NA,3094,"1990",1
"1513","Biology",NA,670,"1995",0
"1514","Biology",NA,5228,"1990",1
"1515","Biology",NA,14921,"1995",1
"1516","Medical",NA,6750,"1990",1
"1517","Biology",429944,3271,"1985",1
"1518","Biology",NA,2280,"2000",0
"1519","Biology",NA,1559,"1995",1
"1520","Biology",NA,5880,"1995",1
"1521","Medical",1069027,1051,"1990",1
"1522","Biology",NA,1467,"1990",1
"1523","Medical",NA,5417,"1990",1
"1524","Biology",NA,1841,"1985",1
"1525","Medical",NA,3625,"1985",1
"1526","Biology",NA,3599,"1995",1
"1527","Biology",NA,2545,"2000",1
"1528","Biology",NA,3995,"1995",1
"1529","Biology",NA,7188,"1995",1
"1530","Biology",NA,2953,"1975",1
"1531","Biology",NA,747,"1995",1
"1532","Biology",NA,17613,"1990",1
"1533","Biology",NA,7276,"1995",1
"1534","Biology",NA,2154,"1995",1
"1535","Medical",NA,5956,"1990",1
"1536","Biology",6403031,16704,"2000",1
"1537","Biology",NA,3123,"1995",0
"1538","Biology",NA,3734,"1990",1
"1539","Medical",NA,5009,"1985",1
"1540","Biology",NA,4574,"1990",1
"1541","Biology",259629,1540,"1980",1
"1542","Biology",NA,2757,"1990",0
"1543","Biology",2414621,4281,"1995",1
"1544","Medical",1979213,4957,"1995",1
"1545","Biology",NA,3064,"1995",1
"1546","Medical",9053127,3573,"1995",1
"1547","Biology",1542631,16664,"1975",1
"1548","Biology",NA,6409,"1985",0
"1549","Medical",NA,5149,"1990",1
"1550","Medical",NA,4284,"1980",1
"1551","Medical",NA,15328,"1990",1
"1552","Biology",NA,920,"1990",0
"1553","Medical",NA,4939,"1995",1
"1554","Biology",NA,8888,"1995",1
"1555","Biology",NA,1470,"1975",1
"1556","Biology",NA,14507,"1995",1
"1557","Biology",NA,3819,"1995",1
"1558","Biology",NA,4578,"2000",1
"1559","Biology",NA,30480,"1995",1
"1560","Biology",NA,2138,"1990",1
"1561","Biology",NA,4182,"1985",1
"1562","Biology",NA,4491,"1995",1
"1563","Biology",NA,9269,"2000",1
"1564","Biology",43206692,8134,"1995",1
"1565","Biology",NA,6694,"1990",0
"1566","Biology",NA,5578,"1995",1
"1567","Medical",NA,2364,"2005",1
"1568","Medical",NA,1840,"1995",1
"1569","Biology",NA,12940,"2000",1
"1570","Biology",NA,4050,"1985",0
"1571","Biology",NA,2991,"1990",0
"1572","Biology",NA,2063,"2000",0
"1573","Biology",NA,4185,"1990",1
"1574","Biology",NA,1137,"1990",1
"1575","Biology",NA,3302,"2000",1
"1576","Medical",NA,1669,"1995",1
"1577","Biology",NA,35357,"1995",1
"1578","Biology",NA,5158,"1985",1
"1579","Biology",NA,1411,"1990",1
"1580","Biology",NA,5220,"1990",1
"1581","Biology",NA,2215,"1980",1
"1582","Medical",NA,1492,"2000",1
"1583","Biology",NA,4529,"1995",1
"1584","Biology",NA,11693,"1995",1
"1585","Medical",NA,1537,"1980",1
"1586","Medical",NA,1318,"1990",1
"1587","Biology",1705938,11899,"2000",1
"1588","Biology",NA,4158,"1995",0
"1589","Medical",3079217,2699,"1995",1
"1590","Biology",NA,4109,"2000",1
"1591","Biology",NA,2443,"1995",0
"1592","Biology",NA,4274,"2000",1
"1593","Technology",NA,1150,"1995",1
"1594","Biology",NA,3430,"1985",1
"1595","Biology",NA,7054,"1995",1
"1596","Medical",NA,737,"1990",1
"1597","Medical",NA,9767,"1995",1
"1598","Medical",NA,1485,"1985",1
"1599","Medical",NA,3377,"1995",1
"1600","Biology",945316,2149,"1990",1
"1601","Biology",NA,2771,"1985",1
"1602","Medical",NA,7060,"1990",1
"1603","Technology",NA,1031,"1985",1
"1604","Biology",NA,2310,"1990",1
"1605","Biology",NA,5235,"1995",1
"1606","Medical",NA,1217,"2000",1
"1607","Biology",NA,995,"2000",0
"1608","Medical",NA,10639,"1995",1
"1609","Biology",NA,8247,"1990",1
"1610","Medical",NA,3228,"1985",1
"1611","Biology",NA,4326,"1995",1
"1612","Biology",NA,7806,"1990",1
"1613","Medical",NA,3997,"1995",1
"1614","Medical",NA,4192,"1990",1
"1615","Biology",NA,3061,"2000",1
"1616","Biology",NA,4974,"1990",1
"1617","Medical",NA,23462,"1995",1
"1618","Medical",NA,998,"1985",1
"1619","Biology",NA,7070,"1990",1
"1620","Biology",NA,7933,"1995",1
"1621","Medical",1644413,8839,"2000",1
"1622","Biology",NA,14586,"1995",1
"1623","Medical",NA,4491,"1990",1
"1624","Biology",NA,6854,"1990",0
"1625","Biology",3026403,5129,"1990",0
"1626","Biology",NA,6341,"1995",1
"1627","Biology",4695193,10251,"1995",1
"1628","Biology",NA,747,"2000",0
"1629","Biology",276217,10113,"1995",1
"1630","Biology",NA,2420,"1980",1
"1631","Biology",NA,1866,"1995",1
"1632","Biology",NA,8392,"1995",1
"1633","Biology",NA,13433,"1995",0
"1634","Medical",NA,4834,"1995",1
"1635","Biology",4392148,2808,"1980",1
"1636","Biology",NA,1994,"1990",1
"1637","Medical",NA,3643,"1990",1
"1638","Medical",NA,6980,"1995",1
"1639","Medical",NA,1416,"1985",1
"1640","Biology",NA,2691,"1990",1
"1641","Biology",11491043,6717,"1990",1
"1642","Biology",28985502,31075,"1995",1
"1643","Medical",NA,11268,"1995",1
"1644","Biology",NA,9972,"1990",1
"1645","Biology",NA,4467,"1990",1
"1646","Medical",3548256,3149,"1995",1
"1647","Medical",23174699,17858,"1995",1
"1648","Biology",NA,3667,"1995",1
"1649","Biology",NA,8080,"1995",1
"1650","Biology",NA,3415,"1990",1
"1651","Medical",NA,6348,"1980",1
"1652","Biology",NA,1609,"2000",1
"1653","Biology",NA,3025,"2000",1
"1654","Medical",NA,5084,"1990",1
"1655","Medical",6628878,3040,"1995",1
"1656","Biology",NA,9498,"1995",1
"1657","Biology",NA,12381,"2000",1
"1658","Medical",NA,5226,"2000",1
"1659","Medical",NA,939,"1985",1
"1660","Biology",NA,3536,"1980",1
"1661","Medical",1639164,12203,"1985",1
"1662","Biology",NA,4442,"1990",0
"1663","Biology",NA,12846,"1990",1
"1664","Biology",NA,3741,"1995",1
"1665","Biology",NA,1496,"1990",1
"1666","Biology",NA,874,"2000",0
"1667","Biology",1577866,3880,"1990",0
"1668","Medical",NA,1305,"2000",0
"1669","Biology",NA,6455,"1985",1
"1670","Biology",57838,1758,"1990",1
"1671","Medical",NA,16529,"1995",1
"1672","Biology",NA,6665,"1980",1
"1673","Biology",NA,23733,"1985",1
"1674","Biology",123020,31851,"1995",1
"1675","Biology",NA,3481,"1990",1
"1676","Biology",NA,5364,"1980",1
"1677","Biology",39040477,52727,"1980",1
"1678","Biology",NA,22909,"1995",1
"1679","Biology",1464549,953,"1995",0
"1680","Medical",NA,7382,"1990",1
"1681","Biology",NA,3159,"1985",1
"1682","Biology",NA,22757,"1990",1
"1683","Biology",16236154,4222,"1985",1
"1684","Biology",39904957,58313,"1995",1
"1685","Biology",NA,4907,"2000",1
"1686","Biology",NA,5076,"1990",1
"1687","Medical",199052,19926,"1985",1
"1688","Biology",NA,13168,"1985",1
"1689","Biology",NA,2815,"1985",0
"1690","Biology",NA,2033,"1980",1
"1691","Medical",NA,3066,"1980",1
"1692","Biology",NA,759,"2000",1
"1693","Biology",NA,4146,"1990",1
"1694","Biology",133860,4220,"1990",1
"1695","Medical",NA,8451,"1990",1
"1696","Biology",NA,6097,"1995",1
"1697","Biology",NA,6452,"1995",1
"1698","Biology",942964,4291,"2000",0
"1699","Medical",18422,5052,"1985",1
"1700","Medical",NA,1897,"1980",1
"1701","Biology",NA,2797,"1990",0
"1702","Medical",NA,4048,"1975",1
"1703","Biology",22735875,4104,"1980",1
"1704","Biology",NA,2672,"2000",1
"1705","Biology",NA,3894,"1985",1
"1706","Medical",NA,4708,"1985",1
"1707","Medical",NA,3900,"1990",1
"1708","Medical",NA,738,"1980",1
"1709","Biology",NA,12119,"1990",1
"1710","Medical",NA,650,"2000",0
"1711","Medical",NA,4965,"1985",1
"1712","Biology",NA,8825,"1995",1
"1713","Biology",NA,13564,"1990",1
"1714","Biology",NA,1176,"2000",1
"1715","Biology",NA,2062,"2000",0
"1716","Medical",NA,3952,"1995",0
"1717","Biology",NA,9578,"1990",1
"1718","Biology",NA,6274,"1990",1
"1719","Medical",NA,2586,"1970",1
"1720","Medical",10379554,10271,"1990",1
"1721","Biology",NA,16368,"2005",1
"1722","Biology",NA,1302,"1980",0
"1723","Biology",NA,2178,"1985",1
"1724","Biology",NA,5850,"1985",1
"1725","Biology",NA,1177,"2000",1
"1726","Medical",NA,7647,"1995",1
"1727","Biology",117329,4864,"1995",1
"1728","Biology",9180630,4757,"2000",0
"1729","Biology",NA,4281,"1980",1
"1730","Biology",NA,11526,"1995",1
"1731","Biology",NA,8010,"1995",1
"1732","Biology",7927864,14699,"1980",1
"1733","Biology",NA,2701,"1990",0
"1734","Biology",NA,3022,"1985",1
"1735","Biology",NA,3036,"1985",1
"1736","Biology",16255226,5784,"1990",0
"1737","Biology",NA,22082,"1985",1
"1738","Medical",19872864,5981,"1980",1
"1739","Biology",NA,1662,"2000",1
"1740","Biology",NA,4563,"2000",0
"1741","Biology",NA,10418,"1985",1
"1742","Biology",NA,11286,"1985",0
"1743","Medical",NA,1446,"1985",1
"1744","Biology",NA,18781,"1970",1
"1745","Medical",NA,955,"1975",1
"1746","Medical",NA,1369,"2005",1
"1747","Biology",NA,3421,"1995",1
"1748","Biology",NA,15836,"1985",1
"1749","Biology",NA,4094,"1985",1
"1750","Biology",3049201,5917,"1990",0
"1751","Biology",NA,11793,"1995",1
"1752","Biology",NA,4213,"2000",1
"1753","Biology",3894989,2489,"1985",1
"1754","Medical",NA,3575,"1990",1
"1755","Biology",NA,3641,"1995",1
"1756","Biology",NA,12488,"1990",1
"1757","Biology",NA,13409,"1985",1
"1758","Medical",NA,4766,"1990",1
"1759","Biology",379876,10224,"1995",1
"1760","Medical",NA,6291,"1995",1
"1761","Biology",NA,4986,"1995",1
"1762","Biology",NA,6917,"1995",1
"1763","Biology",NA,5974,"1990",1
"1764","Biology",44933372,10461,"1985",1
"1765","Biology",NA,627,"2000",1
"1766","Biology",5314932,2607,"1990",1
"1767","Biology",NA,3269,"1985",1
"1768","Technology",3884592,1649,"1985",1
"1769","Biology",NA,2582,"1985",1
"1770","Biology",NA,8059,"1980",1
"1771","Biology",NA,344,"2005",1
"1772","Biology",NA,7517,"1995",1
"1773","Medical",NA,1730,"1990",1
"1774","Biology",NA,17133,"1990",1
"1775","Biology",NA,4761,"1990",1
"1776","Biology",NA,3153,"1985",0
"1777","Biology",NA,2074,"1985",0
"1778","Medical",NA,6576,"1980",1
"1779","Biology",51493506,7064,"1990",1
"1780","Biology",NA,2835,"1995",1
"1781","Biology",NA,4222,"1985",1
"1782","Biology",NA,4184,"1980",0
"1783","Biology",712887,6962,"1990",1
"1784","Medical",NA,1082,"2000",0
"1785","Biology",NA,11253,"1990",1
"1786","Biology",NA,3875,"1975",1
"1787","Medical",NA,2313,"1970",1
"1788","Medical",NA,5634,"1985",1
"1789","Biology",NA,5000,"1975",1
"1790","Medical",NA,9205,"1990",1
"1791","Biology",NA,6136,"1995",1
"1792","Biology",3598207,12194,"1970",1
"1793","Biology",NA,2933,"1985",1
"1794","Medical",NA,7944,"1975",1
"1795","Biology",NA,4148,"1995",1
"1796","Biology",NA,9600,"1990",1
"1797","Medical",NA,4785,"1995",1
"1798","Medical",NA,7413,"1985",1
"1799","Biology",NA,5222,"1995",1
"1800","Medical",NA,1558,"2000",1
"1801","Biology",14189247,19986,"1985",1
"1802","Biology",NA,3320,"1985",1
"1803","Biology",NA,2945,"1975",1
"1804","Biology",NA,1332,"1980",0
"1805","Biology",NA,11152,"1990",1
"1806","Biology",NA,10267,"1985",1
"1807","Biology",NA,1413,"2000",1
"1808","Medical",279140,6307,"1980",1
"1809","Medical",NA,16373,"1985",1
"1810","Biology",NA,3549,"1970",0
"1811","Medical",519497,11002,"2000",1
"1812","Biology",2038106,18138,"1985",1
"1813","Biology",2658880,2250,"1990",1
"1814","Biology",NA,3923,"1990",1
"1815","Medical",37946519,14475,"1980",1
"1816","Medical",NA,16786,"1990",1
"1817","Biology",4700311,5417,"1985",1
"1818","Medical",NA,6646,"1965",1
"1819","Medical",NA,2456,"1995",1
"1820","Biology",NA,30508,"1990",1
"1821","Biology",NA,9001,"1990",1
"1822","Medical",NA,2221,"2000",1
"1823","Biology",NA,5810,"1990",1
"1824","Biology",NA,355,"1990",1
"1825","Biology",NA,2764,"1995",1
"1826","Medical",NA,4218,"1990",1
"1827","Biology",NA,6518,"1970",1
"1828","Biology",NA,20542,"1985",1
"1829","Biology",1734251,16265,"1990",1
"1830","Biology",NA,6886,"1965",1
"1831","Technology",NA,8095,"1975",1
"1832","Medical",13193781,9489,"1990",1
"1833","Medical",NA,5005,"1990",1
"1834","Medical",NA,1375,"2000",1
"1835","Biology",19025,2760,"1980",1
"1836","Biology",NA,9604,"1985",1
"1837","Biology",NA,2439,"1995",1
"1838","Biology",NA,5593,"1990",1
"1839","Biology",NA,6628,"1995",0
"1840","Biology",NA,7614,"1990",1
"1841","Biology",NA,9007,"1990",1
"1842","Biology",18782674,9374,"1990",1
"1843","Biology",NA,2231,"1995",1
"1844","Biology",NA,8315,"1980",0
"1845","Medical",2148854,26997,"1980",1
"1846","Medical",NA,8995,"1980",1
"1847","Biology",NA,10122,"1995",1
"1848","Biology",NA,3584,"2000",1
"1849","Medical",NA,5004,"1990",1
"1850","Biology",NA,4593,"1980",1
"1851","Biology",NA,1160,"1980",0
"1852","Biology",NA,5318,"1990",0
"1853","Biology",NA,3229,"1995",1
"1854","Biology",NA,10516,"1995",1
"1855","Medical",NA,2223,"1985",1
"1856","Medical",NA,3721,"1990",1
"1857","Medical",NA,7174,"1975",1
"1858","Biology",NA,19986,"1965",1
"1859","Biology",NA,6255,"1995",1
"1860","Medical",NA,729,"2005",1
"1861","Medical",NA,3609,"1990",1
"1862","Medical",2708841,17787,"1995",1
"1863","Medical",8277711,5627,"1985",1
"1864","Biology",NA,3110,"2000",1
"1865","Medical",9837227,5759,"1995",0
"1866","Biology",NA,10707,"1985",1
"1867","Biology",NA,6555,"1995",1
"1868","Medical",NA,4465,"1995",1
"1869","Biology",NA,2014,"1980",1
"1870","Medical",NA,5999,"1995",1
"1871","Biology",NA,1634,"1990",0
"1872","Medical",NA,6669,"2000",1
"1873","Medical",NA,16420,"1990",1
"1874","Biology",NA,12775,"1970",1
"1875","Biology",15793838,2351,"1980",1
"1876","Biology",NA,41119,"1995",1
"1877","Medical",NA,1934,"2000",1
"1878","Biology",NA,3717,"1995",1
"1879","Biology",50314505,16586,"1985",1
"1880","Biology",NA,2584,"1970",0
"1881","Biology",7715946,4232,"1995",1
"1882","Medical",NA,3493,"1975",1
"1883","Biology",NA,8499,"1985",1
"1884","Medical",NA,3191,"1980",1
"1885","Biology",NA,6852,"1985",1
"1886","Biology",4153492,4405,"1980",1
"1887","Biology",NA,16989,"1975",1
"1888","Biology",NA,867,"2000",1
"1889","Biology",1444071,7912,"1995",1
"1890","Medical",NA,13632,"1995",1
"1891","Biology",4153492,3041,"1970",1
"1892","Medical",NA,14619,"1995",1
"1893","Biology",NA,12346,"1970",1
"1894","Biology",NA,5520,"1995",1
"1895","Biology",2483375,14534,"1990",1
"1896","Medical",NA,10188,"1980",1
"1897","Biology",NA,5631,"1990",1
"1898","Technology",1869209,3221,"1990",1
"1899","Medical",NA,4761,"1975",1
"1900","Biology",NA,6480,"1990",1
"1901","Biology",NA,8206,"1985",1
"1902","Biology",NA,4378,"1985",1
"1903","Medical",NA,6275,"1985",1
"1904","Biology",NA,10472,"1970",1
"1905","Medical",NA,22849,"1980",1
"1906","Medical",NA,7981,"1975",1
"1907","Medical",NA,20703,"1980",1
"1908","Medical",NA,13953,"1985",1
"1909","Biology",21353756,49490,"1980",1
"1910","Biology",NA,4034,"1985",0
"1911","Biology",NA,3576,"1980",1
"1912","Biology",NA,9480,"1990",1
"1913","Biology",NA,4431,"1985",1
"1914","Medical",NA,2075,"1995",1
"1915","Biology",NA,9258,"1985",1
"1916","Biology",NA,6683,"1985",1
"1917","Biology",NA,10448,"1985",1
"1918","Biology",4286543,5397,"2000",1
"1919","Biology",NA,4700,"1985",1
"1920","Biology",NA,2560,"2000",1
"1921","Medical",NA,7514,"1985",1
"1922","Medical",NA,12731,"1990",1
"1923","Biology",NA,6057,"1985",1
"1924","Biology",NA,1470,"2000",1
"1925","Medical",3422828,952,"2005",1
"1926","Biology",NA,1586,"1985",1
"1927","Technology",NA,7318,"1980",1
"1928","Biology",1490834,4590,"1975",0
"1929","Medical",33539467,5324,"1985",1
"1930","Biology",NA,2743,"1990",1
"1931","Biology",NA,13391,"2000",1
"1932","Medical",NA,6584,"1985",0
"1933","Medical",NA,8420,"1970",1
"1934","Biology",NA,19715,"1985",1
"1935","Medical",NA,4796,"1980",1
"1936","Biology",NA,10613,"1970",0
"1937","Biology",NA,1065,"1985",0
"1938","Medical",NA,13167,"1980",1
"1939","Biology",NA,2117,"1995",1
"1940","Medical",NA,13043,"1990",1
"1941","Biology",24611701,28585,"1985",1
"1942","Biology",NA,1016,"1990",0
"1943","Medical",NA,6378,"1990",1
"1944","Medical",NA,4377,"1990",1
"1945","Biology",NA,7132,"2000",0
"1946","Biology",NA,3355,"2000",1
"1947","Medical",4254740,13739,"1990",1
"1948","Medical",NA,5677,"1985",1
"1949","Biology",15024994,7407,"1990",1
"1950","Medical",NA,38991,"1980",1
"1951","Technology",NA,24737,"1995",1
"1952","Medical",NA,17633,"1980",1
"1953","Medical",NA,16692,"1985",1
"1954","Medical",NA,10698,"1990",1
"1955","Biology",NA,3843,"1975",1
"1956","Biology",7943506,2552,"1990",1
"1957","Medical",NA,4575,"1995",1
"1958","Biology",NA,4941,"1995",1
"1959","Technology",NA,22858,"1975",1
"1960","Biology",15793838,7653,"1985",1
"1961","Medical",10218599,22746,"1980",1
"1962","Medical",36059618,26358,"1980",1
"1963","Biology",NA,2482,"2000",0
"1964","Medical",NA,66516,"1985",1
"1965","Medical",NA,4624,"1985",1
"1966","Biology",NA,8693,"1985",1
"1967","Medical",NA,13167,"1975",1
"1968","Biology",NA,8340,"1990",1
"1969","Biology",1300455,7312,"1980",0
"1970","Biology",NA,12659,"1985",1
"1971","Biology",NA,17923,"1985",1
"1972","Biology",NA,5963,"1985",1
"1973","Medical",11329577,10702,"1985",1
"1974","Biology",24810807,8695,"1990",1
"1975","Biology",NA,5969,"1990",1
"1976","Biology",113561665,477,"1995",1
"1977","Biology",NA,12065,"1975",1
"1978","Biology",NA,9143,"1980",0
"1979","Biology",NA,6031,"1975",1
"1980","Medical",NA,10888,"1995",1
"1981","Medical",NA,13550,"1980",1
"1982","Biology",3888294,31676,"1980",1
"1983","Biology",NA,8613,"1990",1
"1984","Medical",NA,9048,"1980",1
"1985","Medical",NA,6879,"1985",1
"1986","Medical",NA,12643,"1980",1
"1987","Medical",1444071,16687,"1990",1
"1988","Medical",NA,5725,"1990",1
"1989","Biology",NA,17702,"1975",1
"1990","Biology",NA,8850,"1990",1
"1991","Medical",4227221,9688,"1980",1
"1992","Medical",NA,1428,"1985",0
"1993","Medical",NA,8777,"1985",1
"1994","Medical",NA,4492,"1975",1
"1995","Medical",NA,1376,"1970",1
"1996","Medical",NA,584,"2000",1
"1997","Medical",NA,7210,"1985",1
"1998","Biology",NA,13415,"1990",1
"1999","Biology",NA,5127,"1970",1
"2000","Biology",375195,16429,"1995",1
"2001","Biology",871796,13034,"1985",1
"2002","Biology",14470281,10938,"1985",1
"2003","Biology",NA,16767,"1980",1
"2004","Medical",6637496,46494,"1980",1
"2005","Biology",NA,1858,"2000",1
"2006","Biology",NA,18068,"1975",1
"2007","Biology",NA,3574,"1995",1
"2008","Biology",NA,7503,"1985",1
"2009","Medical",NA,17625,"1970",1
"2010","Biology",NA,6907,"1970",1
"2011","Biology",NA,4004,"1995",1
"2012","Biology",NA,10791,"1975",1
"2013","Medical",NA,7863,"1980",1
"2014","Biology",NA,6300,"1985",1
"2015","Biology",NA,3905,"1995",1
"2016","Biology",NA,20294,"1990",1
"2017","Medical",NA,17939,"1985",1
"2018","Biology",NA,10534,"1990",1
"2019","Medical",NA,4859,"1980",1
"2020","Biology",NA,5074,"1995",1
"2021","Biology",NA,2945,"1975",0
"2022","Biology",NA,2194,"1990",1
"2023","Biology",NA,1791,"1995",1
"2024","Biology",219420,2117,"1990",1
"2025","Biology",7015384,30900,"1980",1
"2026","Biology",NA,2428,"1995",1
"2027","Medical",NA,13338,"1985",1
"2028","Biology",NA,4222,"1985",1
"2029","Biology",NA,907,"2000",0
"2030","Biology",1754581,19416,"1990",1
"2031","Biology",10584600,21404,"1995",1
"2032","Medical",NA,4227,"1990",1
"2033","Biology",NA,4297,"1975",1
"2034","Biology",326747,11229,"1970",1
"2035","Medical",NA,7653,"1985",1
"2036","Biology",NA,1717,"2000",1
"2037","Medical",22662098,29163,"1985",1
"2038","Medical",106685013,28933,"1990",1
"2039","Biology",NA,6469,"1975",1
"2040","Biology",NA,7144,"1995",1
"2041","Medical",1855267,19765,"1980",1
"2042","Biology",414871,20152,"1975",1
"2043","Biology",NA,2926,"1980",1
"2044","Biology",NA,3689,"1990",0
"2045","Biology",NA,6293,"1990",1
"2046","Medical",NA,4148,"1995",1
"2047","Medical",12440659,10484,"1985",1
"2048","Technology",NA,2712,"1995",1
"2049","Biology",NA,8430,"1985",1
"2050","Medical",NA,10997,"1995",1
"2051","Biology",15971972,16097,"1985",1
"2052","Biology",NA,2790,"1980",1
"2053","Biology",NA,4822,"1980",1
"2054","Medical",NA,78579,"1985",1
"2055","Medical",NA,4549,"1995",1
"2056","Medical",NA,8002,"1995",1
"2057","Medical",NA,472,"1995",0
"2058","Biology",17755615,7662,"1985",1
"2059","Medical",NA,3472,"1980",1
"2060","Biology",NA,25156,"1980",1
"2061","Biology",NA,1961,"1970",0
"2062","Biology",NA,4229,"1990",1
"2063","Biology",NA,8378,"1980",1
"2064","Biology",NA,5350,"2000",1
"2065","Biology",NA,12865,"1975",1
"2066","Biology",4345814,5689,"1975",1
"2067","Biology",NA,10766,"1990",1
"2068","Biology",NA,6043,"1990",1
"2069","Biology",4163888,12079,"1985",1
"2070","Biology",28404074,167,"1990",0
"2071","Biology",NA,11188,"1985",1
"2072","Biology",3478157,27671,"1985",1
"2073","Biology",5631656,11369,"1985",1
"2074","Biology",NA,7603,"1975",1
"2075","Biology",NA,13786,"1990",1
"2076","Medical",NA,2116,"1985",1
"2077","Medical",NA,7590,"1980",1
"2078","Biology",1016178,10271,"1985",1
"2079","Biology",NA,13751,"1980",1
"2080","Biology",NA,16776,"1980",1
"2081","Biology",NA,9533,"2000",1
"2082","Medical",NA,10031,"1975",1
"2083","Biology",NA,9791,"1985",1
"2084","Biology",11336651,12642,"1985",0
"2085","Biology",4793678,17723,"1990",1
"2086","Medical",NA,13740,"1985",1
"2087","Biology",4925829,22372,"1985",1
"2088","Medical",NA,12973,"1980",1
"2089","Biology",NA,9297,"1980",1
"2090","Biology",NA,7356,"1985",1
"2091","Medical",NA,2141,"2000",0
"2092","Biology",NA,1442,"2000",0
"2093","Biology",NA,423,"1995",1
"2094","Biology",NA,4038,"1995",0
"2095","Biology",4054334,19889,"1995",1
"2096","Biology",NA,6451,"1990",1
"2097","Medical",NA,1212,"1995",1
"2098","Biology",9029178,19209,"1995",1
"2099","Biology",NA,6693,"1970",1
"2100","Medical",NA,9477,"1990",1
"2101","Biology",NA,9952,"1990",1
"2102","Medical",NA,4002,"1980",1
"2103","Medical",68565148,31512,"1980",1
"2104","Biology",NA,5096,"1995",1
"2105","Medical",NA,17736,"1985",1
"2106","Medical",NA,10563,"1985",1
"2107","Medical",NA,22232,"1995",1
"2108","Biology",NA,3611,"1995",1
"2109","Biology",NA,11553,"1975",1
"2110","Biology",NA,8269,"1985",0
"2111","Medical",NA,9375,"1990",1
"2112","Biology",NA,8659,"1975",1
"2113","Medical",NA,1874,"1990",1
"2114","Biology",271506,17563,"1980",1
"2115","Biology",5458160,7844,"1990",1
"2116","Biology",NA,8156,"1975",1
"2117","Medical",NA,11576,"1990",1
"2118","Medical",NA,648,"2000",1
"2119","Biology",307588,17952,"1965",1
"2120","Medical",NA,2613,"1985",0
"2121","Biology",NA,16602,"1985",1
"2122","Medical",NA,8964,"1980",1
"2123","Biology",NA,19829,"1985",1
"2124","Biology",7791543,11262,"1990",1
"2125","Biology",NA,18412,"1980",1
"2126","Biology",NA,5295,"1970",1
"2127","Medical",NA,19535,"2000",1
"2128","Biology",1038411,11700,"1980",1
"2129","Biology",NA,3595,"1960",1
"2130","Biology",NA,8392,"1985",1
"2131","Biology",NA,2669,"1995",1
"2132","Biology",NA,6149,"1975",1
"2133","Biology",NA,9158,"1985",1
"2134","Medical",NA,4785,"1970",1
"2135","Medical",NA,3968,"1975",1
"2136","Medical",NA,15788,"1980",1
"2137","Medical",NA,2645,"1975",1
"2138","Biology",NA,2641,"1995",1
"2139","Biology",NA,20091,"1965",0
"2140","Biology",NA,1529,"1985",1
"2141","Biology",NA,17219,"1995",1
"2142","Biology",NA,1626,"1995",0
"2143","Medical",NA,11970,"1985",1
"2144","Medical",NA,7312,"1980",1
"2145","Biology",NA,3784,"1965",1
